start_time,end_time,wav_file,emotion,val,act,dom
229.47,230.58,Ses05F_impro03_F050,xxx,4.0,2.5,2.5
232.95,237.31,Ses05F_impro03_F051,hap,4.0,3.0,4.0
239.57,242.14,Ses05F_impro03_F052,xxx,4.0,3.0,3.5
242.15,243.94,Ses05F_impro03_F053,hap,4.0,2.5,3.0
244.68,245.78,Ses05F_impro03_F054,hap,4.0,2.0,2.5
248.29,252.8,Ses05F_impro03_F055,hap,5.0,4.5,4.0
253.4051,255.53,Ses05F_impro03_F056,hap,4.0,2.5,3.0
256.79,260.88,Ses05F_impro03_F057,hap,4.0,3.5,3.5
263.05,264.44,Ses05F_impro03_F058,hap,4.0,3.0,3.0
265.66,267.68,Ses05F_impro03_F059,hap,3.5,3.0,3.5
267.82,269.78,Ses05F_impro03_F060,hap,4.5,4.0,4.0
4.23,5.43,Ses05F_impro03_M000,exc,4.0,3.0,3.0
5.62,9.38,Ses05F_impro03_M001,exc,4.0,3.5,3.5
9.61,10.97,Ses05F_impro03_M002,sur,3.0,4.0,4.5
11.01,12.62,Ses05F_impro03_M003,exc,3.5,3.5,4.5
12.65,14.3,Ses05F_impro03_M004,xxx,3.5,3.5,4.5
14.43,17.61,Ses05F_impro03_M005,exc,4.5,4.5,4.5
17.85,19.88,Ses05F_impro03_M006,exc,4.5,4.0,4.0
19.99,24.68,Ses05F_impro03_M007,exc,3.5,4.0,4.5
25.35,27.2,Ses05F_impro03_M008,exc,4.0,3.5,4.0
27.33,29.29,Ses05F_impro03_M009,exc,4.0,3.0,3.5
29.83,35.52,Ses05F_impro03_M010,exc,3.5,3.0,4.0
36.27,41.5691,Ses05F_impro03_M011,exc,3.0,4.0,4.5
41.6005,45.98,Ses05F_impro03_M012,exc,4.5,4.0,4.5
51.96,56.14,Ses05F_impro03_M013,exc,4.0,4.5,4.5
56.15,57.66,Ses05F_impro03_M014,xxx,4.0,3.5,3.5
60.26,63.51,Ses05F_impro03_M015,xxx,4.0,3.0,3.5
68.76,70.15,Ses05F_impro03_M016,xxx,4.0,3.5,3.5
73.57,75.33,Ses05F_impro03_M017,xxx,4.0,3.0,3.5
75.56,80.13,Ses05F_impro03_M018,xxx,4.0,2.5,3.5
80.85,87.9,Ses05F_impro03_M019,xxx,4.0,4.0,4.5
88.84,90.38,Ses05F_impro03_M020,exc,3.5,3.5,4.0
90.73,93.78,Ses05F_impro03_M021,xxx,4.0,3.0,3.5
94.83,95.97,Ses05F_impro03_M022,xxx,3.5,3.0,3.5
96.76,99.01,Ses05F_impro03_M023,xxx,2.5,3.5,3.5
99.56,100.83,Ses05F_impro03_M024,xxx,4.0,2.5,3.5
103.44,105.22,Ses05F_impro03_M025,xxx,3.0,3.0,3.0
106.21,107.48,Ses05F_impro03_M026,xxx,4.0,2.5,3.0
107.51,111.57,Ses05F_impro03_M027,exc,4.0,4.0,4.5
116.78,121.04,Ses05F_impro03_M028,xxx,4.5,3.5,4.5
121.06,124.67,Ses05F_impro03_M029,xxx,3.5,3.5,4.0
129.12,131.42,Ses05F_impro03_M030,hap,4.0,3.5,4.0
131.65,133.34,Ses05F_impro03_M031,exc,3.5,3.0,3.5
133.36,136.95,Ses05F_impro03_M032,exc,3.5,3.5,3.5
137.17,138.96,Ses05F_impro03_M033,exc,4.0,3.5,3.5
139.76,148.36,Ses05F_impro03_M034,xxx,4.0,3.0,4.5
149.37,151.62,Ses05F_impro03_M035,exc,3.5,3.5,3.0
151.64,158.39,Ses05F_impro03_M036,exc,4.0,3.0,4.5
158.46,166.2,Ses05F_impro03_M037,exc,4.0,3.5,4.5
166.32,168.22,Ses05F_impro03_M038,hap,4.5,4.0,3.5
169.52,180.66,Ses05F_impro03_M039,exc,4.0,4.0,4.0
183.93,185.28,Ses05F_impro03_M040,hap,4.0,3.0,3.5
185.3,187.63,Ses05F_impro03_M041,hap,5.0,3.5,4.0
188.81,194.48,Ses05F_impro03_M042,xxx,3.5,2.5,4.0
194.5,198.69,Ses05F_impro03_M043,exc,4.5,4.5,4.0
199.12,201.76,Ses05F_impro03_M044,exc,4.5,4.0,4.0
201.78,206.71,Ses05F_impro03_M045,exc,4.0,3.0,4.0
207.05,208.66,Ses05F_impro03_M046,exc,3.5,2.5,3.5
209.37,211.02,Ses05F_impro03_M047,xxx,3.5,2.5,3.0
212.24,213.51,Ses05F_impro03_M048,xxx,4.0,3.5,3.0
213.96,217.89,Ses05F_impro03_M049,hap,4.0,2.5,3.0
220.29,222.75,Ses05F_impro03_M050,exc,3.5,3.5,3.5
222.94,225.53,Ses05F_impro03_M051,exc,3.5,3.0,3.5
226.47,227.37,Ses05F_impro03_M052,xxx,3.0,3.0,3.0
228.47,229.88,Ses05F_impro03_M053,xxx,4.0,3.0,3.0
229.93,233.44,Ses05F_impro03_M054,xxx,3.5,3.0,3.5
234.72,236.56,Ses05F_impro03_M055,xxx,4.0,2.5,3.5
236.5951,239.53,Ses05F_impro03_M056,xxx,4.0,3.0,3.5
240.87,242.11,Ses05F_impro03_M057,hap,4.5,3.0,4.0
242.19,243.46,Ses05F_impro03_M058,hap,4.0,3.0,3.0
245.58,248.71,Ses05F_impro03_M059,xxx,3.5,2.0,3.0
249.6,251.2,Ses05F_impro03_M060,hap,4.5,3.5,3.5
252.48,254.56,Ses05F_impro03_M061,hap,3.5,2.5,3.5
254.64,256.25,Ses05F_impro03_M062,hap,3.5,2.5,3.0
256.36,258.13,Ses05F_impro03_M063,hap,4.0,3.5,3.5
258.36,260.12,Ses05F_impro03_M064,hap,4.0,3.0,3.0
260.15,263.98,Ses05F_impro03_M065,hap,4.5,4.5,4.5
264.0,265.55,Ses05F_impro03_M066,hap,4.0,3.5,3.5
267.07,269.23,Ses05F_impro03_M067,hap,4.0,3.0,3.5
269.27,271.59,Ses05F_impro03_M068,hap,4.0,3.5,4.0
5.18,9.76,Ses05F_impro04_F000,sad,2.5,2.0,3.0
15.79,26.2,Ses05F_impro04_F001,xxx,2.0,3.0,3.5
29.45,36.38,Ses05F_impro04_F002,fru,2.0,3.0,3.0
40.14,44.28,Ses05F_impro04_F003,fru,1.5,3.5,3.5
49.54,66.46,Ses05F_impro04_F004,fru,1.5,3.5,4.0
66.53,68.15,Ses05F_impro04_F005,fru,1.5,3.5,4.5
71.26,75.44,Ses05F_impro04_F006,fru,1.5,3.5,4.5
75.86,80.96,Ses05F_impro04_F007,fru,1.5,3.5,4.0
83.89,89.8,Ses05F_impro04_F008,ang,1.5,4.0,4.5
95.17,107.36,Ses05F_impro04_F009,fru,1.5,3.0,4.0
108.31,116.04,Ses05F_impro04_F010,fru,1.5,4.0,4.5
118.95,121.71,Ses05F_impro04_F011,fru,2.5,3.5,3.5
124.48,128.08,Ses05F_impro04_F012,fru,2.0,4.0,4.5
131.82,135.81,Ses05F_impro04_F013,fru,2.5,2.5,3.0
138.28,145.89,Ses05F_impro04_F014,fru,1.5,3.5,4.5
158.49,167.21,Ses05F_impro04_F015,sad,2.0,2.0,3.5
168.51,172.4321,Ses05F_impro04_F016,sad,2.0,2.0,2.5
179.1,184.95,Ses05F_impro04_F017,sad,2.0,2.0,3.5
190.61,193.78,Ses05F_impro04_F018,xxx,2.5,2.5,3.5
197.53,199.65,Ses05F_impro04_F019,sad,2.5,2.0,2.5
224.13,226.81,Ses05F_impro04_F020,fru,1.5,4.5,4.0
230.22,232.97,Ses05F_impro04_F021,xxx,2.0,3.0,3.5
248.33,250.52,Ses05F_impro04_F022,sad,2.0,2.5,3.5
256.35,262.2,Ses05F_impro04_F023,sad,2.5,3.5,3.5
265.5,275.22,Ses05F_impro04_F024,fru,1.5,3.5,4.5
276.34,282.5,Ses05F_impro04_F025,xxx,1.5,4.5,4.5
285.75,287.43,Ses05F_impro04_F026,fru,2.0,2.0,2.5
298.63,300.63,Ses05F_impro04_F027,xxx,3.0,2.0,2.5
302.78,308.04,Ses05F_impro04_F028,fru,2.5,3.0,3.5
310.65,312.8,Ses05F_impro04_F029,fru,2.5,1.5,2.5
312.87,316.33,Ses05F_impro04_F030,fru,2.5,2.5,3.0
316.36,318.29,Ses05F_impro04_F031,fru,3.0,3.0,3.5
318.34,320.91,Ses05F_impro04_F032,fru,2.5,3.5,3.5
323.33,328.76,Ses05F_impro04_F033,fru,2.5,3.0,3.5
329.96,332.06,Ses05F_impro04_F034,fru,2.5,3.0,2.5
333.68,336.64,Ses05F_impro04_F035,fru,2.5,3.0,2.0
337.32,344.69,Ses05F_impro04_F036,fru,2.5,2.5,3.5
350.69,352.31,Ses05F_impro04_F037,fru,3.0,2.0,2.5
353.5,356.19,Ses05F_impro04_F038,neu,3.0,3.0,2.5
357.03,359.66,Ses05F_impro04_F039,neu,2.5,2.5,2.5
361.96,363.41,Ses05F_impro04_F040,neu,2.5,2.0,2.5
365.91,368.46,Ses05F_impro04_F041,neu,3.0,2.5,3.0
381.37,389.79,Ses05F_impro04_F042,sad,2.5,3.0,3.0
389.8,391.11,Ses05F_impro04_F043,neu,3.0,3.5,3.0
395.47,396.95,Ses05F_impro04_F044,neu,3.5,3.0,3.5
398.68,400.71,Ses05F_impro04_F045,neu,3.0,3.0,2.5
401.77,403.28,Ses05F_impro04_F046,xxx,3.0,2.5,3.0
10.71,15.63,Ses05F_impro04_M000,neu,2.0,2.5,3.0
25.96,31.02,Ses05F_impro04_M001,neu,2.5,3.0,3.5
35.99,41.26,Ses05F_impro04_M002,fru,2.0,3.0,3.0
43.93,49.07,Ses05F_impro04_M003,neu,2.5,3.0,3.0
65.44,67.4,Ses05F_impro04_M004,neu,2.5,2.5,3.5
67.66,72.36,Ses05F_impro04_M005,neu,3.5,4.0,3.5
75.01,76.28,Ses05F_impro04_M006,fru,3.0,2.5,2.5
80.5,84.99,Ses05F_impro04_M007,neu,3.0,3.5,3.0
89.44,95.3,Ses05F_impro04_M008,neu,2.5,3.5,3.0
106.36,110.45,Ses05F_impro04_M009,neu,2.5,3.0,3.5
115.65,119.44,Ses05F_impro04_M010,neu,2.5,2.5,3.0
121.48,125.44,Ses05F_impro04_M011,neu,3.0,3.0,2.5
127.66,130.95,Ses05F_impro04_M012,neu,2.5,3.5,3.5
135.81,139.6,Ses05F_impro04_M013,neu,3.5,3.0,3.0
147.66,162.44,Ses05F_impro04_M014,fru,1.5,3.5,3.5
172.14,179.36,Ses05F_impro04_M015,neu,2.5,3.0,3.5
185.01,191.18,Ses05F_impro04_M016,neu,3.0,2.5,3.5
193.34,197.83,Ses05F_impro04_M017,neu,3.0,3.0,3.0
199.63,224.87,Ses05F_impro04_M018,xxx,2.5,3.0,4.0
226.21,230.43,Ses05F_impro04_M019,fru,2.0,3.5,4.0
232.51,249.18,Ses05F_impro04_M020,neu,2.5,3.0,4.0
250.18,256.37,Ses05F_impro04_M021,fru,2.5,3.0,4.0
261.85,265.79,Ses05F_impro04_M022,neu,2.5,3.0,3.5
274.69,276.6,Ses05F_impro04_M023,fru,2.0,3.5,3.0
281.81,285.94,Ses05F_impro04_M024,neu,2.0,2.5,3.5
286.02,298.79,Ses05F_impro04_M025,neu,2.5,3.0,4.0
300.47,305.36,Ses05F_impro04_M026,neu,3.0,3.0,3.5
306.08,310.1,Ses05F_impro04_M027,neu,3.0,3.0,3.0
311.09,313.31,Ses05F_impro04_M028,neu,3.0,3.5,3.0
315.97,317.34,Ses05F_impro04_M029,neu,3.0,2.5,2.5
317.36,319.28,Ses05F_impro04_M030,neu,3.0,2.5,3.0
319.4,323.4,Ses05F_impro04_M031,neu,3.0,3.0,3.0
328.23,331.95,Ses05F_impro04_M032,neu,3.0,3.0,3.0
332.12,335.52,Ses05F_impro04_M033,neu,3.0,3.5,3.5
344.18,350.73,Ses05F_impro04_M034,neu,2.5,2.5,3.0
350.84,354.02,Ses05F_impro04_M035,neu,3.0,3.5,3.5
355.66,357.32,Ses05F_impro04_M036,neu,3.5,2.5,2.5
358.9,362.39,Ses05F_impro04_M037,neu,3.0,2.0,3.0
363.4,365.63,Ses05F_impro04_M038,neu,3.0,2.0,2.5
368.64,380.56,Ses05F_impro04_M039,neu,3.0,3.0,3.5
387.54,390.68,Ses05F_impro04_M040,neu,3.0,2.5,3.5
392.0554,396.31,Ses05F_impro04_M041,neu,3.0,2.0,3.0
397.22,402.24,Ses05F_impro04_M042,neu,2.5,2.5,3.0
402.27,404.33,Ses05F_impro04_M043,neu,3.5,2.5,3.0
2.26,11.56,Ses05F_impro05_F000,neu,2.5,2.5,3.0
11.59,15.1665,Ses05F_impro05_F001,neu,2.5,2.5,3.0
15.195,17.8748,Ses05F_impro05_F002,neu,3.0,2.0,2.5
24.1752,28.9646,Ses05F_impro05_F003,fru,2.5,3.0,3.0
30.89,32.26,Ses05F_impro05_F004,neu,2.5,2.5,2.5
33.08,34.36,Ses05F_impro05_F005,neu,2.5,2.0,2.5
42.05,43.3329,Ses05F_impro05_F006,neu,3.0,2.0,2.5
52.028,57.38,Ses05F_impro05_F007,neu,2.5,3.0,3.0
61.89,66.92,Ses05F_impro05_F008,fru,2.5,3.0,3.0
75.1483,78.54,Ses05F_impro05_F009,fru,2.5,2.5,3.5
80.71,87.82,Ses05F_impro05_F010,neu,2.5,3.0,3.5
88.8,91.58,Ses05F_impro05_F011,fru,2.0,3.0,3.0
91.6,95.41,Ses05F_impro05_F012,fru,2.0,4.0,4.0
99.84,101.12,Ses05F_impro05_F013,fru,2.5,2.5,2.5
111.2,116.09,Ses05F_impro05_F014,fru,2.5,2.5,3.5
116.33,118.1391,Ses05F_impro05_F015,xxx,3.0,3.0,3.5
127.3759,131.42,Ses05F_impro05_F016,xxx,2.0,3.5,4.0
135.97,142.29,Ses05F_impro05_F017,fru,2.0,3.5,4.5
146.72,155.09,Ses05F_impro05_F018,ang,1.5,3.5,4.5
163.64,168.5,Ses05F_impro05_F019,ang,2.0,3.5,4.5
172.11,180.74,Ses05F_impro05_F020,ang,2.0,3.5,4.0
184.96,198.73,Ses05F_impro05_F021,ang,1.5,3.5,4.0
202.3531,208.07,Ses05F_impro05_F022,ang,2.0,4.0,4.0
208.1118,212.0,Ses05F_impro05_F023,ang,2.0,4.0,4.0
220.7981,226.66,Ses05F_impro05_F024,ang,2.5,4.0,4.0
228.32,230.18,Ses05F_impro05_F025,xxx,2.5,2.5,2.5
233.1138,239.28,Ses05F_impro05_F026,fru,2.0,4.0,4.5
244.34,252.46,Ses05F_impro05_F027,fru,2.0,3.5,4.0
257.23,259.79,Ses05F_impro05_F028,fru,2.5,3.0,3.5
260.73,265.65,Ses05F_impro05_F029,xxx,2.5,4.0,4.5
271.2011,273.72,Ses05F_impro05_F030,fru,2.0,3.5,3.5
277.06,279.36,Ses05F_impro05_F031,ang,2.0,3.0,4.5
