start_time,end_time,wav_file,emotion,val,act,dom
31.46,32.595,Ses03F_impro02_F005,exc,4.0,2.0,1.0
32.7525,44.415,Ses03F_impro02_F006,xxx,3.0,2.0,1.5
45.3025,50.76,Ses03F_impro02_F007,exc,3.0,3.0,1.5
51.31,64.64,Ses03F_impro02_F008,sad,2.5,2.0,1.5
64.76,74.8875,Ses03F_impro02_F009,xxx,2.5,2.5,1.5
75.09,76.91,Ses03F_impro02_F010,sad,3.0,2.5,1.5
77.0475,81.45,Ses03F_impro02_F011,sad,2.5,2.0,1.5
82.89,83.89,Ses03F_impro02_F012,sad,2.0,1.5,1.0
86.3275,91.14,Ses03F_impro02_F013,xxx,2.5,2.5,1.5
93.28,95.975,Ses03F_impro02_F014,fru,2.5,3.0,2.5
99.015,100.88,Ses03F_impro02_F015,sad,2.5,2.0,1.5
102.3075,109.18,Ses03F_impro02_F016,fru,2.5,3.0,2.0
109.23,113.5,Ses03F_impro02_F017,fru,2.0,3.5,2.0
118.4,122.1275,Ses03F_impro02_F018,sad,2.0,3.0,2.5
124.1475,128.2825,Ses03F_impro02_F019,sad,2.0,2.0,1.5
131.16,134.95,Ses03F_impro02_F020,sad,1.5,2.0,1.5
134.99,141.61,Ses03F_impro02_F021,sad,2.0,3.5,1.5
147.82,154.1975,Ses03F_impro02_F022,fru,2.0,3.5,2.5
156.325,158.6525,Ses03F_impro02_F023,sad,2.0,3.0,1.5
161.285,165.745,Ses03F_impro02_F024,sad,2.0,3.5,2.5
169.3125,171.28,Ses03F_impro02_F025,sad,1.5,2.0,2.0
171.9575,174.2475,Ses03F_impro02_F026,sad,1.5,1.5,1.5
176.035,181.5675,Ses03F_impro02_F027,sad,2.0,3.0,2.0
186.67,189.005,Ses03F_impro02_F028,sad,2.0,2.0,1.5
196.32,204.935,Ses03F_impro02_F029,sad,1.5,2.5,1.5
209.8721,214.66,Ses03F_impro02_F030,xxx,1.5,2.5,2.0
214.72,219.055,Ses03F_impro02_F031,sad,3.5,2.5,3.0
219.5625,221.0025,Ses03F_impro02_F032,sad,2.0,2.5,1.0
231.8125,236.48,Ses03F_impro02_F033,xxx,2.0,2.5,2.0
236.69,239.74,Ses03F_impro02_F034,sad,3.0,3.5,2.0
239.8,243.3049,Ses03F_impro02_F035,sad,3.0,3.5,2.0
255.8325,262.105,Ses03F_impro02_F036,sad,1.5,2.0,1.5
269.1575,276.73,Ses03F_impro02_F037,sad,2.0,2.5,1.5
282.34,285.07,Ses03F_impro02_F038,sad,1.5,2.5,1.5
285.8625,289.3775,Ses03F_impro02_F039,sad,1.5,2.0,2.0
293.59,295.175,Ses03F_impro02_F040,sad,2.0,3.0,1.5
296.975,303.925,Ses03F_impro02_F041,sad,1.5,2.0,1.5
305.5025,307.16,Ses03F_impro02_F042,sad,1.5,2.0,1.0
308.9325,311.22,Ses03F_impro02_F043,sad,2.0,2.5,2.0
10.0719,11.88,Ses03F_impro02_M000,neu,2.5,2.0,2.0
25.8175,33.2575,Ses03F_impro02_M001,hap,4.0,2.5,2.5
43.94,45.94,Ses03F_impro02_M002,xxx,3.5,2.5,1.5
50.31,53.0775,Ses03F_impro02_M003,xxx,4.0,2.0,1.5
76.0425,77.41,Ses03F_impro02_M004,sur,1.5,3.5,2.0
81.9,86.2325,Ses03F_impro02_M005,sur,1.5,4.0,2.0
89.93,93.4225,Ses03F_impro02_M006,fru,1.5,3.5,2.5
94.98,98.1925,Ses03F_impro02_M007,ang,1.5,4.0,2.0
99.5,102.77,Ses03F_impro02_M008,xxx,2.0,3.5,2.0
111.5275,112.81,Ses03F_impro02_M009,fru,2.0,3.0,1.5
114.46,119.0325,Ses03F_impro02_M010,fru,2.0,3.5,2.5
127.8,129.2625,Ses03F_impro02_M011,fru,1.5,3.0,2.5
135.095,136.49,Ses03F_impro02_M012,fru,1.5,2.5,2.0
141.8225,147.9025,Ses03F_impro02_M013,xxx,2.0,3.0,2.0
150.755,152.9,Ses03F_impro02_M014,sad,1.5,3.5,1.5
153.75,155.835,Ses03F_impro02_M015,fru,1.5,2.0,2.5
158.135,161.2675,Ses03F_impro02_M016,sad,2.0,2.5,2.0
170.23,171.8775,Ses03F_impro02_M017,sad,2.0,2.0,2.0
182.25,186.34,Ses03F_impro02_M018,sad,2.0,3.0,2.0
189.92,195.42,Ses03F_impro02_M019,sad,2.0,2.0,1.5
204.38,208.49,Ses03F_impro02_M020,sad,1.5,2.0,2.0
209.085,211.16,Ses03F_impro02_M021,sad,1.5,2.5,1.5
217.97,220.0175,Ses03F_impro02_M022,fru,2.0,2.5,2.0
220.605,226.66,Ses03F_impro02_M023,xxx,2.0,3.0,2.5
226.695,229.12,Ses03F_impro02_M024,sad,2.0,2.0,3.0
242.01,244.31,Ses03F_impro02_M025,sad,1.5,2.5,2.5
244.41,249.005,Ses03F_impro02_M026,xxx,2.0,3.0,3.0
249.0675,255.595,Ses03F_impro02_M027,ang,2.0,3.5,2.5
264.3225,269.64,Ses03F_impro02_M028,sad,1.5,2.0,2.0
277.86,282.62,Ses03F_impro02_M029,sad,1.5,2.0,2.0
289.64,294.12,Ses03F_impro02_M030,xxx,1.5,2.5,2.5
311.35,313.62,Ses03F_impro02_M031,sad,1.5,2.0,1.5
9.1916,20.3925,Ses03F_impro03_F000,xxx,4.5,4.5,4.5
20.422,23.3725,Ses03F_impro03_F001,xxx,4.0,3.5,3.5
24.4325,35.9275,Ses03F_impro03_F002,xxx,4.0,4.0,4.5
36.365,52.1291,Ses03F_impro03_F003,xxx,4.5,4.5,4.5
52.1844,57.3954,Ses03F_impro03_F004,exc,3.5,4.0,3.5
57.4608,60.2412,Ses03F_impro03_F005,exc,3.5,3.0,3.0
60.2739,67.3326,Ses03F_impro03_F006,exc,4.0,4.5,4.5
67.466,72.6274,Ses03F_impro03_F007,exc,4.0,4.5,4.0
72.6493,77.981,Ses03F_impro03_F008,exc,4.0,4.0,3.5
78.3325,86.6601,Ses03F_impro03_F009,exc,4.0,4.0,3.5
86.8517,91.0215,Ses03F_impro03_F010,xxx,4.0,4.0,3.5
91.0978,100.3984,Ses03F_impro03_F011,exc,4.5,4.0,4.5
102.1865,105.5993,Ses03F_impro03_F012,exc,4.5,4.5,4.5
105.6538,109.4775,Ses03F_impro03_F013,exc,3.5,4.0,3.5
109.6125,111.99,Ses03F_impro03_F014,hap,4.0,3.5,4.0
112.31,119.3266,Ses03F_impro03_F015,hap,4.0,4.0,4.0
119.3484,121.015,Ses03F_impro03_F016,exc,4.0,3.0,3.0
121.06,122.9466,Ses03F_impro03_F017,exc,4.0,2.5,3.0
123.0011,125.3344,Ses03F_impro03_F018,hap,3.5,3.0,3.0
129.4075,135.3764,Ses03F_impro03_F019,hap,3.5,3.5,3.0
138.7565,142.0166,Ses03F_impro03_F020,hap,3.0,4.0,4.0
142.1038,147.948,Ses03F_impro03_F021,hap,3.5,3.5,3.5
148.177,151.5025,Ses03F_impro03_F022,xxx,3.5,3.0,3.0
153.1175,162.0575,Ses03F_impro03_F023,xxx,4.0,3.5,3.0
164.6825,167.9625,Ses03F_impro03_F024,exc,4.5,4.5,4.0
2.1064,8.98,Ses03F_impro03_M000,exc,4.5,4.0,4.0
10.32,14.51,Ses03F_impro03_M001,exc,4.5,4.5,4.0
16.5675,19.0675,Ses03F_impro03_M002,exc,4.0,3.0,3.5
20.06,21.4825,Ses03F_impro03_M003,xxx,3.5,2.5,2.5
22.8625,25.32,Ses03F_impro03_M004,xxx,4.0,3.5,3.5
29.9407,31.5653,Ses03F_impro03_M005,exc,4.0,3.0,4.0
35.3225,41.09,Ses03F_impro03_M006,exc,4.5,3.5,4.0
45.0201,50.9625,Ses03F_impro03_M007,exc,4.5,4.0,3.5
59.05,61.755,Ses03F_impro03_M008,xxx,3.5,3.5,2.5
69.6325,71.1625,Ses03F_impro03_M009,sur,3.5,2.5,3.0
77.245,78.5916,Ses03F_impro03_M010,exc,4.0,2.5,3.5
93.12,95.785,Ses03F_impro03_M011,xxx,4.5,4.0,4.0
99.085,104.2582,Ses03F_impro03_M012,xxx,4.5,4.0,4.0
110.8983,112.9591,Ses03F_impro03_M013,xxx,3.5,3.0,3.0
118.3671,119.85,Ses03F_impro03_M014,xxx,3.5,3.0,3.0
124.86,129.7394,Ses03F_impro03_M015,hap,4.0,2.5,3.5
135.1256,140.4356,Ses03F_impro03_M016,xxx,3.0,3.5,3.5
146.67,148.6225,Ses03F_impro03_M017,xxx,3.0,3.0,2.5
149.6825,153.61,Ses03F_impro03_M018,xxx,4.0,2.5,2.5
154.7025,158.555,Ses03F_impro03_M019,xxx,4.0,3.0,2.5
160.14,163.2,Ses03F_impro03_M020,xxx,3.5,3.0,3.0
163.3825,168.8625,Ses03F_impro03_M021,exc,4.0,4.0,3.0
5.5614,11.2375,Ses03F_impro04_F000,fru,2.0,3.5,4.0
12.2942,18.8317,Ses03F_impro04_F001,fru,2.5,2.5,3.5
20.1025,27.2761,Ses03F_impro04_F002,sad,2.0,3.5,4.0
27.3124,31.5255,Ses03F_impro04_F003,fru,2.0,3.5,4.0
34.6673,36.7918,Ses03F_impro04_F004,fru,2.0,3.0,3.0
36.8281,41.4952,Ses03F_impro04_F005,fru,2.0,4.0,4.0
44.5475,55.3075,Ses03F_impro04_F006,fru,1.5,3.0,3.5
61.6575,66.03,Ses03F_impro04_F007,fru,1.5,3.5,4.0
70.9323,80.5207,Ses03F_impro04_F008,fru,2.5,4.0,4.0
82.0098,84.7519,Ses03F_impro04_F009,fru,2.0,3.0,3.0
84.8246,87.5485,Ses03F_impro04_F010,fru,2.5,3.0,3.0
89.7277,91.3258,Ses03F_impro04_F011,sur,2.5,4.0,2.0
91.945,96.465,Ses03F_impro04_F012,fru,2.0,2.5,3.5
98.096,100.8415,Ses03F_impro04_F013,fru,2.0,3.5,3.5
100.9142,103.4825,Ses03F_impro04_F014,fru,3.0,3.0,2.5
103.6745,111.3016,Ses03F_impro04_F015,xxx,2.5,4.0,3.5
113.4808,122.8694,Ses03F_impro04_F016,xxx,2.5,4.0,4.5
124.0498,128.055,Ses03F_impro04_F017,fru,2.5,2.5,3.0
128.4808,134.0525,Ses03F_impro04_F018,fru,2.0,3.5,3.5
137.7423,141.0575,Ses03F_impro04_F019,xxx,2.0,3.0,3.0
141.1375,147.0583,Ses03F_impro04_F020,xxx,1.5,3.0,4.0
148.5575,151.4167,Ses03F_impro04_F021,fru,3.5,2.5,3.5
151.5619,156.9736,Ses03F_impro04_F022,sad,2.0,2.5,3.5
160.53,162.88,Ses03F_impro04_F023,sad,2.5,2.0,3.0
166.11,167.7325,Ses03F_impro04_F024,sad,2.5,2.5,2.5
170.3029,172.3368,Ses03F_impro04_F025,xxx,2.5,2.5,4.0
173.1325,174.2525,Ses03F_impro04_F026,fru,4.5,3.0,3.5
10.6961,13.4928,Ses03F_impro04_M000,neu,3.5,2.5,3.0
17.833,20.6114,Ses03F_impro04_M001,neu,2.5,3.0,3.0
31.1078,34.9395,Ses03F_impro04_M002,neu,3.0,3.0,3.0
39.5521,42.7846,Ses03F_impro04_M003,neu,3.0,2.5,3.0
42.8209,45.0182,Ses03F_impro04_M004,neu,3.5,2.5,2.5
54.8427,57.4032,Ses03F_impro04_M005,neu,3.0,3.5,3.0
57.4577,60.2362,Ses03F_impro04_M006,neu,3.5,3.0,3.0
60.2906,62.6151,Ses03F_impro04_M007,neu,3.0,3.0,2.5
64.885,71.7132,Ses03F_impro04_M008,neu,3.5,3.0,4.0
78.065,82.6675,Ses03F_impro04_M009,neu,2.0,2.5,3.5
85.1514,90.4525,Ses03F_impro04_M010,neu,2.5,3.0,4.0
90.6176,91.9795,Ses03F_impro04_M011,neu,3.0,3.0,3.0
94.1587,100.442,Ses03F_impro04_M012,neu,3.0,2.5,3.0
110.4662,113.8985,Ses03F_impro04_M013,neu,3.5,2.5,2.5
122.2157,125.1925,Ses03F_impro04_M014,neu,2.5,2.5,3.0
133.5575,137.9057,Ses03F_impro04_M015,neu,3.0,2.5,3.0
146.6588,149.3464,Ses03F_impro04_M016,neu,4.0,3.5,3.5
157.3912,161.0958,Ses03F_impro04_M017,neu,3.5,3.0,3.0
162.21,166.605,Ses03F_impro04_M018,neu,3.0,2.5,3.0
167.2375,170.5875,Ses03F_impro04_M019,neu,3.5,3.5,3.0
171.9191,173.48,Ses03F_impro04_M020,xxx,5.0,4.0,3.0
6.3183,13.3161,Ses03F_impro05_F000,fru,2.0,3.5,4.0
20.6762,29.5536,Ses03F_impro05_F001,fru,2.0,4.0,4.0
29.6894,33.1543,Ses03F_impro05_F002,ang,2.0,5.0,3.5
33.177,39.4875,Ses03F_impro05_F003,fru,1.5,5.0,4.0
42.1223,46.3119,Ses03F_impro05_F004,fru,2.0,3.5,4.0
50.7732,58.0654,Ses03F_impro05_F005,ang,2.5,4.0,4.0
62.7079,73.3744,Ses03F_impro05_F006,fru,1.5,4.5,4.0
80.3494,89.3854,Ses03F_impro05_F007,ang,1.5,4.0,4.5
89.4307,92.5106,Ses03F_impro05_F008,ang,1.5,4.5,4.0
96.451,100.4125,Ses03F_impro05_F009,ang,2.0,4.0,3.5
114.9079,116.9675,Ses03F_impro05_F010,ang,2.0,3.5,3.0
118.9842,124.675,Ses03F_impro05_F011,ang,1.5,4.5,4.0
130.398,136.1049,Ses03F_impro05_F012,fru,2.0,3.5,3.5
136.1728,140.453,Ses03F_impro05_F013,fru,1.5,4.0,3.5
143.53,148.5604,Ses03F_impro05_F014,xxx,1.5,4.5,4.5
148.7189,151.4592,Ses03F_impro05_F015,ang,1.5,4.5,4.5
151.885,157.234,Ses03F_impro05_F016,ang,1.5,4.5,5.0
158.95,162.1175,Ses03F_impro05_F017,ang,2.0,4.0,4.0
12.9085,20.6762,Ses03F_impro05_M000,fru,3.0,2.0,2.5
25.585,29.95,Ses03F_impro05_M001,fru,3.0,2.0,3.0
38.3875,42.462,Ses03F_impro05_M002,fru,2.5,3.0,3.0
45.2702,51.6338,Ses03F_impro05_M003,neu,3.0,3.0,3.0
57.1142,63.9987,Ses03F_impro05_M004,fru,3.5,3.0,3.0
72.85,81.9573,Ses03F_impro05_M005,fru,3.0,3.5,3.5
91.2197,97.6966,Ses03F_impro05_M006,fru,3.0,2.0,3.0
99.7801,108.7933,Ses03F_impro05_M007,xxx,3.0,2.5,2.0
108.84,115.5872,Ses03F_impro05_M008,neu,3.0,2.0,3.0
116.4252,119.6183,Ses03F_impro05_M009,neu,3.0,3.0,3.0
124.2382,130.8736,Ses03F_impro05_M010,fru,3.5,3.0,3.5
139.1622,143.9179,Ses03F_impro05_M011,neu,4.0,2.5,3.0
146.5902,150.265,Ses03F_impro05_M012,fru,3.5,3.0,3.0
154.3,158.5275,Ses03F_impro05_M013,neu,3.5,3.5,3.5
158.6154,160.7215,Ses03F_impro05_M014,neu,4.0,3.0,4.0
8.344,12.1707,Ses03F_impro06_F000,sad,2.5,2.0,2.5
13.5951,16.7102,Ses03F_impro06_F001,sad,2.5,2.5,2.5
19.1355,23.5856,Ses03F_impro06_F002,sad,2.5,2.5,3.0
25.4324,31.1063,Ses03F_impro06_F003,sad,2.0,3.0,3.0
31.2621,34.7999,Ses03F_impro06_F004,sad,2.0,3.0,3.0
34.8667,43.5889,Ses03F_impro06_F005,sad,2.0,3.0,3.0
43.8114,47.4382,Ses03F_impro06_F006,sad,2.0,1.5,3.0
54.3359,57.1617,Ses03F_impro06_F007,sad,2.5,2.0,3.0
57.3397,60.0098,Ses03F_impro06_F008,sad,4.0,2.5,3.0
60.0766,63.3252,Ses03F_impro06_F009,sad,4.0,3.5,3.0
63.7924,73.8052,Ses03F_impro06_F010,sad,2.5,2.5,3.5
74.5172,79.0786,Ses03F_impro06_F011,sad,2.5,2.0,3.0
79.2343,83.0392,Ses03F_impro06_F012,sad,2.0,1.5,3.0
83.5509,88.7576,Ses03F_impro06_F013,sad,1.5,2.5,3.5
92.0507,98.9038,Ses03F_impro06_F014,sad,1.5,2.5,4.5
103.888,108.8276,Ses03F_impro06_F015,sad,2.5,2.5,3.5
109.2504,113.9007,Ses03F_impro06_F016,sad,2.0,3.0,3.5
114.101,116.9491,Ses03F_impro06_F017,sad,2.5,2.0,3.0
117.2161,120.205,Ses03F_impro06_F018,sad,2.5,2.5,2.5
121.6439,124.8925,Ses03F_impro06_F019,sad,2.0,1.5,3.0
125.1595,134.2823,Ses03F_impro06_F020,sad,1.5,2.5,3.5
136.4628,142.2035,Ses03F_impro06_F021,sad,2.0,2.5,3.5
142.3,146.8761,Ses03F_impro06_F022,sad,1.5,3.0,3.5
150.4584,155.9098,Ses03F_impro06_F023,sad,2.0,2.5,3.0
156.9111,160.2264,Ses03F_impro06_F024,sad,2.5,2.0,3.0
160.5379,169.9277,Ses03F_impro06_F025,sad,1.5,2.5,3.0
172.2418,178.1159,Ses03F_impro06_F026,sad,1.5,2.5,3.0
179.1172,182.7663,Ses03F_impro06_F027,sad,3.5,3.0,2.5
182.8998,187.0829,Ses03F_impro06_F028,sad,3.0,3.0,3.0
190.287,197.7854,Ses03F_impro06_F029,sad,1.5,3.0,3.0
198.0302,200.8115,Ses03F_impro06_F030,sad,2.0,2.0,3.0
209.022,213.0716,Ses03F_impro06_F031,sad,2.0,2.0,3.0
215.2521,217.0099,Ses03F_impro06_F032,sad,2.5,2.0,2.5
218.701,222.7061,Ses03F_impro06_F033,sad,2.5,2.5,3.5
224.5529,229.893,Ses03F_impro06_F034,sad,2.0,2.0,3.5
230.1155,232.8746,Ses03F_impro06_F035,sad,1.5,1.5,3.5
5.7363,8.15,Ses03F_impro06_M000,neu,3.0,2.0,2.0
15.9759,19.0242,Ses03F_impro06_M001,neu,2.5,2.0,2.5
48.6398,55.4484,Ses03F_impro06_M002,sad,2.5,1.5,3.0
88.2236,91.1829,Ses03F_impro06_M003,neu,2.5,1.5,2.5
97.6356,100.7729,Ses03F_impro06_M004,sad,2.5,3.0,3.0
101.1289,105.2675,Ses03F_impro06_M005,sad,1.5,2.5,3.0
119.5746,122.4005,Ses03F_impro06_M006,sad,3.0,2.5,3.0
146.8316,150.3027,Ses03F_impro06_M007,sad,2.5,1.5,2.5
177.3594,179.807,Ses03F_impro06_M008,sad,3.0,1.5,2.5
187.4166,190.7575,Ses03F_impro06_M009,sad,2.5,2.0,3.0
200.0327,202.4358,Ses03F_impro06_M010,sad,2.0,2.5,3.0
202.6138,208.2432,Ses03F_impro06_M011,sad,2.5,2.5,3.0
212.9381,216.1422,Ses03F_impro06_M012,sad,2.5,2.0,3.0
216.6984,219.4797,Ses03F_impro06_M013,sad,2.5,2.5,3.5
222.2611,225.2871,Ses03F_impro06_M014,sad,2.0,2.0,2.0
232.1626,234.5211,Ses03F_impro06_M015,sad,2.5,2.5,3.5
234.6991,238.5485,Ses03F_impro06_M016,sad,2.5,2.0,3.5
7.2915,9.6563,Ses03F_impro07_F000,xxx,4.0,2.0,2.0
10.4226,13.5866,Ses03F_impro07_F001,hap,4.0,2.0,2.5
14.3749,15.5682,Ses03F_impro07_F002,xxx,3.5,3.0,2.5
16.3565,20.265,Ses03F_impro07_F003,sur,4.0,3.5,2.5
24.6223,27.0419,Ses03F_impro07_F004,hap,4.0,3.0,3.0
27.1514,30.995,Ses03F_impro07_F005,hap,4.0,3.5,2.5
32.4612,37.2017,Ses03F_impro07_F006,xxx,4.0,2.5,2.5
40.4095,44.5589,Ses03F_impro07_F007,exc,4.5,3.5,2.5
45.8836,49.4527,Ses03F_impro07_F008,exc,4.5,3.5,3.0
49.4855,61.419,Ses03F_impro07_F009,exc,4.0,3.5,2.5
61.4409,67.6047,Ses03F_impro07_F010,xxx,3.5,3.5,2.5
67.6266,70.5826,Ses03F_impro07_F011,exc,3.5,3.5,2.5
70.6125,72.7503,Ses03F_impro07_F012,hap,4.0,3.0,2.5
75.4764,80.6658,Ses03F_impro07_F013,hap,4.5,3.0,2.5
81.1366,83.7094,Ses03F_impro07_F014,exc,5.0,3.5,2.5
84.005,86.5888,Ses03F_impro07_F015,neu,4.5,3.0,2.0
89.9498,97.2632,Ses03F_impro07_F016,exc,4.5,2.5,2.5
97.6125,99.7,Ses03F_impro07_F017,hap,4.5,2.5,2.5
100.94,101.9425,Ses03F_impro07_F018,xxx,4.0,3.0,2.5
103.2409,105.8246,Ses03F_impro07_F019,hap,4.0,3.0,2.5
108.9339,114.0576,Ses03F_impro07_F020,exc,4.0,3.5,2.0
116.5538,120.1338,Ses03F_impro07_F021,exc,4.5,3.0,2.5
122.5534,126.7125,Ses03F_impro07_F022,exc,4.0,2.0,2.0
132.2534,135.5707,Ses03F_impro07_F023,hap,4.0,3.0,2.5
135.6035,140.1689,Ses03F_impro07_F024,xxx,4.0,3.0,2.5
140.2075,142.6103,Ses03F_impro07_F025,hap,4.0,2.5,2.5
144.34,152.4965,Ses03F_impro07_F026,exc,4.0,3.5,2.5
152.53,154.8175,Ses03F_impro07_F027,exc,4.0,3.0,2.0
155.9342,157.664,Ses03F_impro07_F028,exc,4.0,3.5,2.5
157.7525,161.56,Ses03F_impro07_F029,exc,4.0,3.0,2.5
162.6892,168.1304,Ses03F_impro07_F030,xxx,4.0,4.0,2.5
168.3494,171.4587,Ses03F_impro07_F031,neu,4.0,2.5,3.0
171.6557,177.8524,Ses03F_impro07_F032,hap,4.0,4.0,3.0
178.1699,180.8225,Ses03F_impro07_F033,xxx,3.5,2.0,2.0
181.6076,184.049,Ses03F_impro07_F034,hap,4.0,3.5,2.5
190.1909,192.1616,Ses03F_impro07_F035,hap,5.0,3.0,2.5
5.1689,7.6856,Ses03F_impro07_M000,neu,4.0,2.5,2.0
9.284,11.0248,Ses03F_impro07_M001,neu,4.0,2.0,2.0
13.302,14.8785,Ses03F_impro07_M002,xxx,4.0,2.5,2.0
15.0537,16.7835,Ses03F_impro07_M003,neu,4.0,2.5,2.5
19.8052,21.951,Ses03F_impro07_M004,neu,4.0,2.0,2.0
26.2317,27.6002,Ses03F_impro07_M005,xxx,4.0,2.5,2.0
30.6767,32.724,Ses03F_impro07_M006,xxx,4.0,2.5,2.5
36.5449,39.8074,Ses03F_impro07_M007,xxx,4.5,4.5,2.5
39.8402,41.3511,Ses03F_impro07_M008,exc,4.0,3.5,2.0
41.7343,43.3984,Ses03F_impro07_M009,sur,4.0,3.5,2.0
43.5407,46.3725,Ses03F_impro07_M010,xxx,4.0,3.5,2.5
48.4564,50.2191,Ses03F_impro07_M011,exc,4.0,3.5,2.5
67.3201,68.6995,Ses03F_impro07_M012,neu,4.0,2.5,2.0
72.0606,76.4727,Ses03F_impro07_M013,exc,4.0,2.5,2.0
79.0345,81.3884,Ses03F_impro07_M014,exc,4.0,2.5,2.5
81.8154,84.4101,Ses03F_impro07_M015,exc,4.5,3.5,3.0
85.483,88.9645,Ses03F_impro07_M016,xxx,4.0,3.0,2.5
92.1833,94.5481,Ses03F_impro07_M017,sur,4.0,3.0,2.5
96.1027,104.0948,Ses03F_impro07_M018,sur,4.0,2.0,2.5
104.9378,109.3828,Ses03F_impro07_M019,exc,4.0,3.0,2.5
110.0068,111.9775,Ses03F_impro07_M020,xxx,4.0,2.5,2.5
113.5431,116.9675,Ses03F_impro07_M021,neu,4.0,2.5,2.5
119.4441,123.1555,Ses03F_impro07_M022,exc,4.0,2.5,3.0
126.2319,127.907,Ses03F_impro07_M023,neu,4.0,2.5,3.0
128.4325,132.5819,Ses03F_impro07_M024,xxx,4.0,2.5,2.5
141.4389,144.6125,Ses03F_impro07_M025,neu,4.0,2.5,2.5
154.3796,158.0034,Ses03F_impro07_M026,exc,4.0,3.5,2.5
158.3319,159.5033,Ses03F_impro07_M027,exc,4.0,2.5,2.5
161.0689,163.7621,Ses03F_impro07_M028,exc,4.0,2.5,2.5
165.9846,167.3093,Ses03F_impro07_M029,exc,4.0,3.5,2.5
171.1083,175.695,Ses03F_impro07_M030,xxx,4.0,3.5,2.5
176.2977,179.0238,Ses03F_impro07_M031,xxx,4.0,3.0,3.0
179.1661,180.2391,Ses03F_impro07_M032,exc,4.0,3.0,3.0
180.5347,182.2754,Ses03F_impro07_M033,neu,4.0,2.5,2.5
183.7534,185.6803,Ses03F_impro07_M034,hap,4.5,3.5,2.5
191.7127,194.0118,Ses03F_impro07_M035,hap,4.0,3.5,2.5
9.42,11.32,Ses03F_impro08_F000,neu,3.0,2.5,2.5
14.49,15.68,Ses03F_impro08_F001,neu,3.0,2.5,2.0
18.88,24.71,Ses03F_impro08_F002,neu,3.0,2.5,3.0
24.93,29.75,Ses03F_impro08_F003,neu,2.5,2.5,3.5
37.44,41.09,Ses03F_impro08_F004,neu,3.0,2.0,2.5
41.1475,47.86,Ses03F_impro08_F005,neu,3.0,2.5,3.0
47.87,50.61,Ses03F_impro08_F006,neu,3.0,3.0,3.5
51.94,54.64,Ses03F_impro08_F007,neu,3.0,3.0,3.0
54.64,58.9025,Ses03F_impro08_F008,neu,3.0,3.0,2.5
62.68,69.22,Ses03F_impro08_F009,neu,3.0,2.5,4.0
70.81,81.65,Ses03F_impro08_F010,neu,3.5,3.5,4.0
81.76,83.845,Ses03F_impro08_F011,neu,3.0,3.0,2.5
85.15,90.29,Ses03F_impro08_F012,neu,3.0,3.5,3.0
90.29,92.22,Ses03F_impro08_F013,neu,3.0,3.0,3.0
93.51,98.25,Ses03F_impro08_F014,neu,3.0,3.0,3.0
101.07,104.37,Ses03F_impro08_F015,neu,2.5,2.5,3.5
104.37,106.63,Ses03F_impro08_F016,neu,3.0,2.5,3.0
