start_time,end_time,wav_file,emotion,val,act,dom
18.21,30.22,Ses04F_impro05_F002,fru,2.0,4.0,4.5
35.66,43.16,Ses04F_impro05_F003,fru,2.0,4.5,4.5
43.22,45.43,Ses04F_impro05_F004,ang,2.0,4.5,4.0
45.43,48.83,Ses04F_impro05_F005,ang,1.5,4.5,4.5
48.83,57.25,Ses04F_impro05_F006,ang,1.5,4.5,4.5
67.73,69.72,Ses04F_impro05_F007,sur,1.5,3.5,4.0
72.26,75.58,Ses04F_impro05_F008,ang,2.0,4.5,4.5
75.78,98.92,Ses04F_impro05_F009,ang,1.5,4.5,5.0
99.85,104.21,Ses04F_impro05_F010,ang,1.5,4.5,4.5
107.98,124.59,Ses04F_impro05_F011,ang,1.5,4.5,5.0
127.15,136.81,Ses04F_impro05_F012,ang,1.5,4.5,4.5
143.49,149.06,Ses04F_impro05_F013,ang,1.5,4.5,4.5
149.11,154.98,Ses04F_impro05_F014,ang,1.5,4.5,4.5
160.51,170.18,Ses04F_impro05_F015,ang,1.5,4.5,5.0
170.65,172.64,Ses04F_impro05_F016,ang,2.0,4.0,4.0
172.71,178.27,Ses04F_impro05_F017,ang,1.5,4.5,4.5
178.7,181.74,Ses04F_impro05_F018,ang,1.0,4.5,4.5
183.0,192.24,Ses04F_impro05_F019,ang,1.5,4.5,5.0
3.76,7.99,Ses04F_impro05_M000,fru,3.0,2.0,3.5
10.24,13.1,Ses04F_impro05_M001,fru,2.5,2.0,3.5
14.25,20.22,Ses04F_impro05_M002,fru,3.0,2.0,3.0
30.4451,36.73,Ses04F_impro05_M003,fru,3.0,2.5,3.0
41.88,44.39,Ses04F_impro05_M004,xxx,2.5,2.0,3.0
47.1689,49.93,Ses04F_impro05_M005,fru,3.0,2.0,3.0
56.82,68.13,Ses04F_impro05_M006,fru,2.5,1.5,3.0
70.46,74.59,Ses04F_impro05_M007,fru,3.0,2.0,3.0
98.67,101.65,Ses04F_impro05_M008,fru,3.0,2.0,3.0
104.07,108.43,Ses04F_impro05_M009,fru,2.5,2.0,3.0
108.45,115.72,Ses04F_impro05_M010,fru,3.0,2.5,2.5
115.76,119.54,Ses04F_impro05_M011,fru,2.5,3.0,3.5
122.76,124.49,Ses04F_impro05_M012,fru,3.0,2.0,3.0
124.49,127.04,Ses04F_impro05_M013,fru,3.0,2.5,3.0
136.07,142.1,Ses04F_impro05_M014,fru,2.5,3.0,3.5
142.1,145.81,Ses04F_impro05_M015,fru,3.0,2.5,2.5
145.91,153.85,Ses04F_impro05_M016,fru,3.0,2.0,3.0
153.89,159.76,Ses04F_impro05_M017,fru,2.5,3.0,4.0
159.76,166.27,Ses04F_impro05_M018,fru,3.0,2.0,3.5
166.6,169.38,Ses04F_impro05_M019,fru,3.0,2.0,3.0
169.73,171.03,Ses04F_impro05_M020,fru,2.5,2.5,3.0
172.31,176.51,Ses04F_impro05_M021,fru,3.0,2.0,3.0
176.53,178.92,Ses04F_impro05_M022,fru,2.5,3.0,3.5
180.83,183.79,Ses04F_impro05_M023,fru,3.0,2.5,3.0
190.99,195.15,Ses04F_impro05_M024,fru,3.0,2.5,3.5
23.3151,25.33,Ses04F_impro06_F000,sad,2.5,2.0,2.5
55.07,67.07,Ses04F_impro06_F001,sad,2.0,3.5,3.0
77.8679,100.05,Ses04F_impro06_F002,sad,1.5,3.5,2.5
111.44,113.39,Ses04F_impro06_F003,sad,2.0,3.0,2.5
122.86,138.77,Ses04F_impro06_F004,sad,1.5,3.0,3.5
138.9,154.19,Ses04F_impro06_F005,sad,1.5,3.5,3.5
156.99,159.94,Ses04F_impro06_F006,sad,2.0,2.5,3.0
184.47,187.3903,Ses04F_impro06_F007,sad,2.0,2.5,2.5
197.94,206.12,Ses04F_impro06_F008,hap,4.0,3.5,3.0
206.75,209.8,Ses04F_impro06_F009,hap,4.5,4.0,3.5
223.63,225.49,Ses04F_impro06_F010,sad,2.5,2.0,2.5
11.483,23.4953,Ses04F_impro06_M000,sad,2.5,2.0,2.5
30.9,55.26,Ses04F_impro06_M001,sad,2.0,3.0,3.0
66.92,75.8044,Ses04F_impro06_M002,sad,2.5,2.5,2.5
100.43,102.08,Ses04F_impro06_M003,sad,3.0,2.0,2.5
102.67,109.43,Ses04F_impro06_M004,neu,2.5,3.0,3.0
109.43,113.45,Ses04F_impro06_M005,sad,2.5,3.5,3.0
113.45,117.61,Ses04F_impro06_M006,neu,2.5,2.5,3.0
117.71,124.66,Ses04F_impro06_M007,neu,2.5,2.5,3.5
154.57,156.89,Ses04F_impro06_M008,sad,2.5,2.0,2.5
160.264,172.44,Ses04F_impro06_M009,sad,3.0,2.5,3.0
176.04,178.36,Ses04F_impro06_M010,sad,3.0,2.5,2.5
191.14,198.38,Ses04F_impro06_M011,sad,2.5,3.0,3.0
205.69,206.93,Ses04F_impro06_M012,neu,3.5,3.0,2.5
208.27,223.45,Ses04F_impro06_M013,sad,4.0,3.0,3.0
225.31,227.08,Ses04F_impro06_M014,sad,3.0,2.5,2.5
4.84,6.97,Ses04F_impro07_F000,exc,4.5,3.5,3.5
7.62,9.68,Ses04F_impro07_F001,exc,4.5,3.5,3.5
10.05,11.67,Ses04F_impro07_F002,exc,4.5,4.5,4.5
12.18,13.62,Ses04F_impro07_F003,exc,5.0,4.5,4.5
16.1639,18.956,Ses04F_impro07_F004,exc,4.5,4.5,4.0
19.74,24.33,Ses04F_impro07_F005,exc,4.5,4.0,4.0
24.38,26.82,Ses04F_impro07_F006,exc,4.5,4.5,4.0
32.37,35.3588,Ses04F_impro07_F007,exc,4.5,4.5,4.5
35.37,37.66,Ses04F_impro07_F008,exc,4.5,4.5,4.0
39.12,41.5,Ses04F_impro07_F009,exc,4.5,4.5,4.5
43.43,47.8,Ses04F_impro07_F010,exc,3.5,3.5,3.5
48.05,49.87,Ses04F_impro07_F011,exc,4.5,3.5,3.5
50.52,54.47,Ses04F_impro07_F012,exc,4.5,4.0,3.5
54.54,57.0,Ses04F_impro07_F013,exc,3.5,3.5,3.5
58.68,64.35,Ses04F_impro07_F014,exc,4.0,4.0,4.0
66.29,68.79,Ses04F_impro07_F015,exc,4.5,3.5,3.5
68.81,73.37,Ses04F_impro07_F016,exc,4.5,4.0,3.5
74.73,77.57,Ses04F_impro07_F017,exc,3.5,2.5,3.0
78.4253,82.64,Ses04F_impro07_F018,exc,4.0,4.0,3.5
83.15,84.19,Ses04F_impro07_F019,xxx,3.5,3.0,2.5
84.94,91.44,Ses04F_impro07_F020,xxx,4.0,4.0,4.0
97.9,102.1,Ses04F_impro07_F021,exc,4.5,4.5,4.5
102.58,106.0339,Ses04F_impro07_F022,exc,4.5,4.0,4.0
108.46,109.79,Ses04F_impro07_F023,xxx,4.5,3.0,3.0
110.39,117.04,Ses04F_impro07_F024,exc,3.5,4.0,3.5
117.62,119.35,Ses04F_impro07_F025,xxx,3.5,3.5,3.5
119.57,122.66,Ses04F_impro07_F026,xxx,4.0,3.0,3.5
122.9,124.99,Ses04F_impro07_F027,exc,4.0,4.0,4.0
125.02,127.32,Ses04F_impro07_F028,exc,4.5,3.5,3.5
127.8,130.42,Ses04F_impro07_F029,exc,4.0,3.5,3.5
133.28,137.9,Ses04F_impro07_F030,exc,4.5,4.5,4.5
139.15,141.46,Ses04F_impro07_F031,exc,3.5,4.0,3.5
141.51,143.61,Ses04F_impro07_F032,exc,3.5,4.0,3.0
144.92,146.39,Ses04F_impro07_F033,exc,4.5,4.0,3.0
150.28,153.62,Ses04F_impro07_F034,xxx,4.5,4.5,4.0
164.26,166.54,Ses04F_impro07_F035,exc,4.0,3.5,3.5
181.07,182.12,Ses04F_impro07_F036,exc,4.5,4.5,3.5
182.22,185.83,Ses04F_impro07_F037,xxx,5.0,4.5,3.5
186.95,189.66,Ses04F_impro07_F038,exc,3.5,3.0,3.0
