start_time,end_time,wav_file,emotion,val,act,dom
87.15,94.39,Ses01F_impro01_M011,ang,2.0,4.0,4.0
95.86,98.68,Ses01F_impro01_M012,xxx,3.0,1.5,2.0
101.84,107.87,Ses01F_impro01_M013,ang,2.0,4.5,4.5
7.2688,16.6,Ses01F_impro02_F000,sad,2.5,2.0,1.5
19.85,22.78,Ses01F_impro02_F001,sad,2.0,1.5,1.5
26.5659,32.2895,Ses01F_impro02_F002,sad,2.0,1.5,1.5
32.3075,37.96,Ses01F_impro02_F003,neu,2.0,2.0,2.0
47.34,53.11,Ses01F_impro02_F004,sad,2.5,2.0,2.5
58.75,61.31,Ses01F_impro02_F005,sad,2.0,2.0,2.5
64.255,68.47,Ses01F_impro02_F006,neu,2.5,2.5,2.5
72.39,78.57,Ses01F_impro02_F007,xxx,2.0,3.5,3.0
87.2031,91.09,Ses01F_impro02_F008,sad,1.5,2.0,1.5
91.55,95.88,Ses01F_impro02_F009,xxx,1.5,1.5,2.0
97.94,102.19,Ses01F_impro02_F010,sad,2.0,1.5,2.0
107.68,111.0153,Ses01F_impro02_F011,xxx,2.5,2.5,2.5
117.83,120.8605,Ses01F_impro02_F012,sad,3.5,2.0,1.5
127.82,133.9455,Ses01F_impro02_F013,sad,1.5,2.0,2.0
139.03,146.43,Ses01F_impro02_F014,sad,1.5,2.0,2.0
151.4221,155.01,Ses01F_impro02_F015,sad,2.0,2.5,2.5
163.54,165.73,Ses01F_impro02_F016,neu,2.0,1.0,2.5
169.36,176.015,Ses01F_impro02_F017,sad,3.5,3.0,2.5
176.08,179.13,Ses01F_impro02_F018,neu,2.5,2.5,2.5
182.83,185.8894,Ses01F_impro02_F019,sad,2.5,1.5,2.0
186.58,191.11,Ses01F_impro02_F020,sad,4.0,2.0,2.5
17.6,20.6264,Ses01F_impro02_M000,xxx,2.0,2.5,2.5
21.76,27.5558,Ses01F_impro02_M001,sad,2.0,2.5,2.5
38.85,45.09,Ses01F_impro02_M002,xxx,2.5,3.0,2.5
52.71,59.0534,Ses01F_impro02_M003,fru,2.0,3.0,3.0
61.75,65.055,Ses01F_impro02_M004,xxx,2.0,3.0,2.0
69.34,74.29,Ses01F_impro02_M005,sad,2.0,3.0,1.5
80.03,86.99,Ses01F_impro02_M006,xxx,2.0,3.0,1.5
103.27,107.1,Ses01F_impro02_M007,xxx,2.0,3.0,2.5
110.5653,113.2,Ses01F_impro02_M008,fru,2.5,1.5,2.0
114.1775,117.85,Ses01F_impro02_M009,sad,2.0,1.5,2.5
120.4105,124.63,Ses01F_impro02_M010,sad,2.0,2.0,1.5
133.88,137.1,Ses01F_impro02_M011,sad,2.5,1.5,2.5
147.03,151.7101,Ses01F_impro02_M012,neu,2.5,2.0,2.0
157.98,162.71,Ses01F_impro02_M013,sad,1.5,2.0,2.0
164.885,169.5,Ses01F_impro02_M014,sad,1.5,3.0,1.5
175.47,176.72,Ses01F_impro02_M015,neu,3.0,3.0,1.5
195.1047,199.52,Ses01F_impro02_M016,fru,2.0,1.5,2.5
4.88,7.74,Ses01F_impro03_F000,hap,4.3333,2.6667,2.6667
7.93,11.37,Ses01F_impro03_F001,hap,4.0,2.6667,2.6667
12.8,15.37,Ses01F_impro03_F002,hap,4.3333,3.0,2.3333
15.87,20.4867,Ses01F_impro03_F003,xxx,5.0,4.0,3.0
21.75,25.52,Ses01F_impro03_F004,hap,4.6667,3.6667,2.3333
25.5584,28.14,Ses01F_impro03_F005,hap,4.3333,4.0,2.3333
28.37,34.71,Ses01F_impro03_F006,hap,4.0,3.3333,2.6667
35.6349,40.1,Ses01F_impro03_F007,xxx,4.0,3.3333,2.3333
40.12,42.79,Ses01F_impro03_F008,hap,4.0,3.3333,2.3333
42.84,44.54,Ses01F_impro03_F009,hap,4.0,2.6667,2.3333
47.87,51.075,Ses01F_impro03_F010,hap,4.0,3.3333,3.0
51.36,53.4925,Ses01F_impro03_F011,xxx,4.0,3.0,2.3333
55.865,58.15,Ses01F_impro03_F012,hap,4.0,3.6667,2.6667
60.73,65.86,Ses01F_impro03_F013,hap,5.0,4.0,3.3333
68.01,73.75,Ses01F_impro03_F014,xxx,4.0,3.3333,2.3333
74.2675,78.8425,Ses01F_impro03_F015,exc,4.6667,3.6667,3.0
79.035,81.0875,Ses01F_impro03_F016,hap,4.0,3.0,2.3333
82.0975,85.08,Ses01F_impro03_F017,neu,3.6667,2.6667,2.3333
85.1,88.0225,Ses01F_impro03_F018,neu,3.6667,3.0,2.0
88.08,89.5,Ses01F_impro03_F019,neu,3.6667,2.3333,2.0
91.235,92.615,Ses01F_impro03_F020,xxx,3.6667,3.0,2.3333
92.75,98.21,Ses01F_impro03_F021,hap,3.3333,3.6667,2.6667
99.7775,102.03,Ses01F_impro03_F022,neu,3.3333,2.6667,2.0
102.62,103.4625,Ses01F_impro03_F023,neu,3.0,2.3333,2.0
103.78,108.1825,Ses01F_impro03_F024,hap,4.3333,3.0,2.6667
110.23,114.16,Ses01F_impro03_F025,hap,4.3333,3.3333,3.3333
114.19,120.2,Ses01F_impro03_F026,hap,4.6667,4.0,3.0
3.24,5.46,Ses01F_impro03_M000,neu,4.0,3.0,2.6667
6.6,8.66,Ses01F_impro03_M001,neu,4.3333,2.6667,2.3333
10.53,13.84,Ses01F_impro03_M002,sur,4.3333,3.3333,2.6667
14.93,18.9075,Ses01F_impro03_M003,exc,5.0,4.6667,3.0
20.2532,22.83,Ses01F_impro03_M004,xxx,4.6667,4.0,2.3333
27.28,29.65,Ses01F_impro03_M005,xxx,4.0,3.3333,2.3333
34.25,36.34,Ses01F_impro03_M006,neu,4.0,2.6667,2.3333
37.7175,40.47,Ses01F_impro03_M007,hap,4.0,3.0,2.3333
42.09,43.41,Ses01F_impro03_M008,neu,4.0,2.6667,2.0
44.16,49.07,Ses01F_impro03_M009,neu,3.6667,2.3333,2.3333
49.61,52.43,Ses01F_impro03_M010,xxx,4.0,3.3333,3.0
52.92,56.85,Ses01F_impro03_M011,neu,3.6667,3.6667,2.6667
57.46,61.375,Ses01F_impro03_M012,xxx,4.3333,3.6667,2.6667
65.6425,68.44,Ses01F_impro03_M013,hap,4.6667,4.0,3.0
73.41,76.9975,Ses01F_impro03_M014,hap,4.3333,3.6667,2.6667
78.32,80.5,Ses01F_impro03_M015,hap,4.0,3.0,2.6667
80.7175,82.5225,Ses01F_impro03_M016,neu,3.6667,2.6667,2.6667
84.6925,87.36,Ses01F_impro03_M017,sur,3.6667,3.6667,2.3333
87.6425,89.08,Ses01F_impro03_M018,sur,3.0,2.6667,2.6667
89.12,93.91,Ses01F_impro03_M019,neu,3.0,3.0,2.3333
97.03,101.65,Ses01F_impro03_M020,neu,3.3333,3.0,2.6667
101.67,104.35,Ses01F_impro03_M021,neu,3.0,3.3333,2.6667
105.29,106.95,Ses01F_impro03_M022,exc,4.0,3.3333,2.6667
107.71,111.4,Ses01F_impro03_M023,hap,4.6667,4.3333,3.6667
117.36,119.58,Ses01F_impro03_M024,neu,3.6667,2.6667,2.3333
7.2455,11.64,Ses01F_impro04_F000,neu,3.0,3.0,3.0
11.7448,16.15,Ses01F_impro04_F001,neu,2.5,2.5,3.0
18.6,30.8976,Ses01F_impro04_F002,fru,2.5,3.5,3.0
35.009,37.8,Ses01F_impro04_F003,xxx,2.5,3.0,2.5
40.23,41.95,Ses01F_impro04_F004,xxx,2.5,2.5,2.0
43.35,45.7596,Ses01F_impro04_F005,neu,3.0,2.0,2.5
46.2735,49.83,Ses01F_impro04_F006,neu,3.0,3.5,3.5
50.11,54.31,Ses01F_impro04_F007,fru,3.0,3.5,4.0
54.37,55.67,Ses01F_impro04_F008,xxx,2.0,3.5,3.5
58.71,60.0937,Ses01F_impro04_F009,neu,2.5,2.5,2.5
60.6771,66.5275,Ses01F_impro04_F010,xxx,2.0,3.5,3.0
69.43,70.94,Ses01F_impro04_F011,xxx,2.5,3.0,3.0
72.13,74.73,Ses01F_impro04_F012,xxx,2.5,2.5,4.0
76.49,80.7269,Ses01F_impro04_F013,neu,3.0,3.5,3.5
85.49,86.98,Ses01F_impro04_F014,neu,2.5,3.0,2.5
87.2203,93.33,Ses01F_impro04_F015,xxx,2.0,4.0,3.5
97.41,101.0475,Ses01F_impro04_F016,fru,2.0,4.0,3.5
102.78,105.415,Ses01F_impro04_F017,fru,2.0,4.5,4.0
106.17,111.86,Ses01F_impro04_F018,fru,2.0,4.5,3.5
114.92,122.31,Ses01F_impro04_F019,fru,3.0,3.5,3.0
122.4,129.93,Ses01F_impro04_F020,xxx,2.0,3.0,3.5
133.74,137.44,Ses01F_impro04_F021,fru,2.0,2.0,3.0
138.13,139.89,Ses01F_impro04_F022,fru,2.0,2.0,2.5
148.55,152.85,Ses01F_impro04_F023,fru,2.0,2.5,3.0
153.18,155.2925,Ses01F_impro04_F024,fru,2.5,2.5,3.5
157.1625,159.7,Ses01F_impro04_F025,fru,2.5,2.5,3.0
161.0787,163.78,Ses01F_impro04_F026,fru,2.5,2.0,3.5
164.3925,167.565,Ses01F_impro04_F027,fru,2.5,2.0,3.0
170.83,172.84,Ses01F_impro04_F028,ang,2.0,3.5,3.5
175.27,178.43,Ses01F_impro04_F029,ang,1.5,4.0,4.0
180.3025,183.4875,Ses01F_impro04_F030,ang,1.5,3.5,4.0
184.47,188.87,Ses01F_impro04_F031,ang,1.5,3.0,3.5
189.12,192.02,Ses01F_impro04_F032,ang,2.0,3.5,3.5
193.5875,199.4325,Ses01F_impro04_F033,ang,1.5,3.5,4.5
2.7418,6.6575,Ses01F_impro04_M000,neu,3.0,2.5,2.5
10.46,12.13,Ses01F_impro04_M001,neu,3.0,2.5,2.0
15.64,18.9,Ses01F_impro04_M002,neu,3.0,2.5,3.0
26.91,28.71,Ses01F_impro04_M003,neu,3.0,2.5,2.5
30.88,35.5225,Ses01F_impro04_M004,neu,3.0,3.0,3.0
37.19,40.53,Ses01F_impro04_M005,neu,3.0,3.0,3.0
40.54,43.576,Ses01F_impro04_M006,neu,3.0,3.5,2.5
49.39,50.58,Ses01F_impro04_M007,neu,3.5,3.0,2.5
55.21,56.33,Ses01F_impro04_M008,neu,3.0,3.0,2.5
56.35,59.0245,Ses01F_impro04_M009,neu,3.0,3.0,3.0
59.8,61.55,Ses01F_impro04_M010,neu,3.0,2.5,2.0
65.97,69.77,Ses01F_impro04_M011,neu,3.0,3.0,2.5
70.38,72.7264,Ses01F_impro04_M012,neu,3.0,3.0,2.5
73.7473,77.15,Ses01F_impro04_M013,neu,3.0,2.0,3.0
80.1435,87.81,Ses01F_impro04_M014,neu,3.5,3.5,3.5
92.37,99.27,Ses01F_impro04_M015,neu,2.5,3.5,3.0
100.485,103.47,Ses01F_impro04_M016,neu,3.0,2.5,2.5
104.97,107.78,Ses01F_impro04_M017,neu,3.0,3.5,3.0
111.66,117.725,Ses01F_impro04_M018,neu,3.0,3.5,3.0
118.46,119.77,Ses01F_impro04_M019,neu,3.0,2.5,2.5
121.5,123.42,Ses01F_impro04_M020,neu,3.0,2.5,2.5
129.43,139.16,Ses01F_impro04_M021,neu,3.5,3.5,3.0
139.5219,141.8225,Ses01F_impro04_M022,neu,3.0,2.5,2.5
144.9125,149.51,Ses01F_impro04_M023,neu,2.5,2.5,2.0
151.84,154.03,Ses01F_impro04_M024,neu,3.0,2.5,3.0
154.6,157.8,Ses01F_impro04_M025,neu,3.0,3.5,3.5
158.95,161.35,Ses01F_impro04_M026,neu,3.5,3.0,3.0
162.12,164.7825,Ses01F_impro04_M027,neu,3.5,3.5,3.5
165.47,166.71,Ses01F_impro04_M028,neu,3.0,2.5,2.0
167.05,171.43,Ses01F_impro04_M029,fru,2.5,3.5,3.5
171.75,175.26,Ses01F_impro04_M030,fru,2.5,2.5,3.0
178.0033,180.865,Ses01F_impro04_M031,neu,3.0,2.5,2.5
182.82,185.54,Ses01F_impro04_M032,neu,2.5,2.0,1.5
186.12,187.4625,Ses01F_impro04_M033,xxx,2.5,3.5,2.0
188.01,190.71,Ses01F_impro04_M034,fru,2.5,2.0,2.0
191.28,195.13,Ses01F_impro04_M035,fru,2.0,3.5,3.0
200.215,202.0825,Ses01F_impro04_M036,xxx,2.5,3.0,3.5
4.24,5.23,Ses01F_impro05_F000,fru,4.0,2.0,1.5
5.26,7.16,Ses01F_impro05_F001,fru,2.0,2.5,2.5
7.35,8.85,Ses01F_impro05_F002,fru,2.5,2.5,3.5
9.2,13.02,Ses01F_impro05_F003,fru,2.0,3.0,3.5
13.04,22.74,Ses01F_impro05_F004,fru,2.0,3.5,3.5
25.35,26.76,Ses01F_impro05_F005,fru,2.5,3.0,3.0
28.24,29.91,Ses01F_impro05_F006,xxx,2.5,2.5,2.5
32.19,33.5,Ses01F_impro05_F007,fru,2.5,3.0,3.5
33.78,35.9,Ses01F_impro05_F008,ang,2.5,2.5,3.5
36.71,44.03,Ses01F_impro05_F009,ang,2.5,2.5,3.5
69.55,73.76,Ses01F_impro05_F010,xxx,2.0,4.0,3.5
73.87,75.5375,Ses01F_impro05_F011,ang,2.0,4.5,3.5
75.61,80.73,Ses01F_impro05_F012,ang,2.5,3.5,3.0
82.75,86.06,Ses01F_impro05_F013,xxx,2.0,2.5,3.0
99.52,102.9,Ses01F_impro05_F014,ang,1.5,4.0,4.0
103.005,118.5,Ses01F_impro05_F015,ang,1.5,4.5,4.5
118.53,122.44,Ses01F_impro05_F016,ang,1.5,4.5,4.0
127.485,136.85,Ses01F_impro05_F017,ang,1.5,5.0,4.5
137.715,140.11,Ses01F_impro05_F018,ang,1.5,4.0,4.0
140.225,145.6,Ses01F_impro05_F019,ang,1.5,4.0,4.5
149.365,153.8,Ses01F_impro05_F020,ang,1.5,4.5,4.5
155.6,160.36,Ses01F_impro05_F021,ang,1.5,4.5,4.5
160.41,163.7975,Ses01F_impro05_F022,ang,1.5,4.5,4.0
163.88,165.8,Ses01F_impro05_F023,ang,2.0,3.0,4.0
166.33,167.71,Ses01F_impro05_F024,ang,2.0,3.0,4.0
171.09,174.2,Ses01F_impro05_F025,ang,1.5,4.5,4.5
177.6025,179.09,Ses01F_impro05_F026,ang,2.0,3.5,3.5
179.22,183.845,Ses01F_impro05_F027,xxx,2.0,2.5,4.0
188.78,190.8975,Ses01F_impro05_F028,ang,2.0,3.0,4.0
195.38,199.33,Ses01F_impro05_F029,ang,1.5,3.0,3.5
202.86,206.17,Ses01F_impro05_F030,ang,2.0,3.0,3.5
3.61,5.19,Ses01F_impro05_M000,neu,4.0,2.5,2.0
5.21,6.44,Ses01F_impro05_M001,hap,4.0,2.5,2.0
6.6,7.71,Ses01F_impro05_M002,hap,4.0,2.5,2.0
8.32,9.8,Ses01F_impro05_M003,neu,4.0,2.5,2.0
12.26,13.78,Ses01F_impro05_M004,neu,3.5,1.5,2.0
21.84,25.9,Ses01F_impro05_M005,neu,3.5,2.5,2.0
25.99,27.7272,Ses01F_impro05_M006,neu,3.5,2.5,2.0
28.29,34.1425,Ses01F_impro05_M007,neu,3.5,2.5,2.0
34.7,36.52,Ses01F_impro05_M008,neu,3.0,2.5,2.0
36.91,42.76,Ses01F_impro05_M009,neu,2.5,2.5,2.0
43.86,49.97,Ses01F_impro05_M010,neu,2.5,2.5,2.0
49.97,70.26,Ses01F_impro05_M011,neu,2.5,2.5,2.0
70.38,73.14,Ses01F_impro05_M012,neu,2.5,2.0,1.5
73.55,74.99,Ses01F_impro05_M013,neu,2.5,2.0,1.5
75.03,76.48,Ses01F_impro05_M014,neu,2.5,2.5,1.5
80.22,83.2425,Ses01F_impro05_M015,neu,2.5,2.0,1.5
85.72,93.9575,Ses01F_impro05_M016,neu,2.5,2.5,2.0
94.005,100.4,Ses01F_impro05_M017,neu,2.5,2.5,2.5
100.55,103.68,Ses01F_impro05_M018,xxx,3.0,3.5,2.5
111.28,112.81,Ses01F_impro05_M019,neu,2.5,2.0,2.0
118.04,119.37,Ses01F_impro05_M020,neu,2.5,2.0,2.0
121.19,129.23,Ses01F_impro05_M021,xxx,2.5,2.5,1.5
131.02,133.25,Ses01F_impro05_M022,neu,2.5,2.0,2.0
136.19,143.5,Ses01F_impro05_M023,neu,2.5,3.5,2.5
144.85,151.16,Ses01F_impro05_M024,neu,2.5,3.0,2.5
151.335,152.71,Ses01F_impro05_M025,neu,2.5,2.5,2.0
152.8325,158.58,Ses01F_impro05_M026,neu,2.5,2.5,2.5
159.66,161.37,Ses01F_impro05_M027,neu,2.5,2.5,2.0
163.25,166.99,Ses01F_impro05_M028,neu,2.5,2.5,2.0
167.15,173.63,Ses01F_impro05_M029,neu,2.5,2.5,2.5
173.7325,178.2625,Ses01F_impro05_M030,neu,3.0,2.5,2.0
178.59,180.87,Ses01F_impro05_M031,neu,3.0,2.5,2.5
183.14,189.3875,Ses01F_impro05_M032,sur,3.0,2.5,2.0
190.23,196.9,Ses01F_impro05_M033,sur,2.5,3.0,2.0
198.66,205.17,Ses01F_impro05_M034,neu,2.5,2.5,2.5
205.63,211.94,Ses01F_impro05_M035,neu,2.5,2.0,1.5
14.7939,18.17,Ses01F_impro06_F000,xxx,3.5,2.0,3.0
24.02,25.69,Ses01F_impro06_F001,xxx,2.0,2.0,2.0
26.07,27.65,Ses01F_impro06_F002,sad,2.0,1.5,2.5
34.45,35.78,Ses01F_impro06_F003,neu,3.0,2.0,2.5
36.07,38.04,Ses01F_impro06_F004,neu,3.5,2.0,3.0
39.6025,46.29,Ses01F_impro06_F005,sad,2.0,2.0,4.0
47.34,59.38,Ses01F_impro06_F006,sad,3.5,3.0,4.0
59.4525,67.4525,Ses01F_impro06_F007,sad,3.5,3.0,4.0
70.22,80.13,Ses01F_impro06_F008,sad,2.5,3.5,3.5
80.16,87.74,Ses01F_impro06_F009,neu,2.5,3.0,3.5
87.83,93.67,Ses01F_impro06_F010,sad,2.0,2.5,3.5
101.83,116.91,Ses01F_impro06_F011,sad,2.0,3.0,4.0
117.07,126.04,Ses01F_impro06_F012,sad,2.0,3.5,4.5
132.9575,134.49,Ses01F_impro06_F013,sad,2.0,2.0,2.0
135.96,137.95,Ses01F_impro06_F014,sad,3.0,3.0,2.5
138.0685,141.05,Ses01F_impro06_F015,sad,2.0,2.0,2.5
141.84,149.4375,Ses01F_impro06_F016,neu,4.0,3.0,3.5
158.08,163.35,Ses01F_impro06_F017,xxx,4.0,3.0,3.5
167.64,174.84,Ses01F_impro06_F018,neu,4.0,3.0,3.5
176.35,178.01,Ses01F_impro06_F019,neu,2.5,2.0,2.5
182.56,197.73,Ses01F_impro06_F020,sad,2.5,3.0,4.0
197.755,214.34,Ses01F_impro06_F021,sad,2.0,3.0,4.0
217.5,222.41,Ses01F_impro06_F022,sad,4.0,3.0,3.5
223.52,227.55,Ses01F_impro06_F023,sad,2.5,2.0,2.5
229.08,235.98,Ses01F_impro06_F024,sad,1.5,2.0,3.0
237.53,256.48,Ses01F_impro06_F025,sad,3.0,3.5,4.5
266.55,275.31,Ses01F_impro06_F026,sad,3.0,3.0,3.5
275.38,281.6,Ses01F_impro06_F027,neu,2.0,2.0,3.5
282.01,311.14,Ses01F_impro06_F028,sad,3.0,3.5,4.0
11.46,14.74,Ses01F_impro06_M000,sad,2.5,2.0,3.0
18.49,24.91,Ses01F_impro06_M001,neu,2.5,3.0,3.5
25.12,26.56,Ses01F_impro06_M002,neu,2.5,2.0,3.0
28.97,35.02,Ses01F_impro06_M003,sad,2.5,2.0,3.5
56.17,57.49,Ses01F_impro06_M004,neu,3.0,3.0,2.5
86.96,88.63,Ses01F_impro06_M005,neu,3.0,2.0,2.5
107.78,109.27,Ses01F_impro06_M006,neu,3.0,2.0,2.5
125.47,127.19,Ses01F_impro06_M007,sad,3.0,2.0,2.5
134.4,136.49,Ses01F_impro06_M008,neu,3.0,2.5,2.5
137.09,138.44,Ses01F_impro06_M009,neu,3.0,2.5,2.5
144.09,145.68,Ses01F_impro06_M010,neu,3.0,2.5,3.0
155.07,158.38,Ses01F_impro06_M011,neu,3.0,2.0,3.0
165.61,168.1,Ses01F_impro06_M012,neu,2.5,2.5,2.5
174.39,177.15,Ses01F_impro06_M013,neu,3.0,2.5,2.5
219.73,221.03,Ses01F_impro06_M014,neu,3.0,2.5,2.0
255.35,257.31,Ses01F_impro06_M015,neu,3.0,3.0,2.5
262.99,266.175,Ses01F_impro06_M016,neu,3.0,2.5,2.5
308.24,310.01,Ses01F_impro06_M017,xxx,4.0,3.0,2.5
3.95,10.59,Ses01F_impro07_F000,exc,5.0,5.0,4.5
11.36,16.5575,Ses01F_impro07_F001,xxx,4.0,4.5,3.5
19.61,31.65,Ses01F_impro07_F002,exc,4.0,4.0,3.0
32.52,34.9,Ses01F_impro07_F003,exc,4.5,4.5,4.5
37.1625,42.49,Ses01F_impro07_F004,exc,3.0,3.5,3.0
42.955,45.885,Ses01F_impro07_F005,exc,5.0,4.5,4.5
46.28,55.41,Ses01F_impro07_F006,xxx,4.5,4.0,3.5
63.02,72.75,Ses01F_impro07_F007,xxx,4.0,4.0,3.5
73.505,80.78,Ses01F_impro07_F008,xxx,4.0,3.0,3.0
81.0275,83.305,Ses01F_impro07_F009,exc,4.0,3.0,2.5
84.51,88.31,Ses01F_impro07_F010,exc,5.0,4.5,4.0
89.56,94.815,Ses01F_impro07_F011,xxx,4.0,3.5,3.0
94.86,100.74,Ses01F_impro07_F012,exc,4.5,4.0,3.5
103.26,110.46,Ses01F_impro07_F013,exc,4.5,4.0,4.0
115.68,126.41,Ses01F_impro07_F014,xxx,4.0,3.5,3.5
127.43,130.3175,Ses01F_impro07_F015,xxx,4.5,4.0,3.0
133.3125,142.3625,Ses01F_impro07_F016,exc,4.5,3.5,3.0
2.97,4.78,Ses01F_impro07_M000,exc,3.5,3.0,2.0
7.5325,11.96,Ses01F_impro07_M001,exc,4.5,4.5,4.0
13.92,19.09,Ses01F_impro07_M002,exc,4.5,4.0,4.0
20.68,28.06,Ses01F_impro07_M003,exc,4.5,3.5,2.5
30.915,38.81,Ses01F_impro07_M004,exc,4.0,4.0,3.0
41.17,46.9975,Ses01F_impro07_M005,exc,4.5,4.5,3.5
47.11,52.8125,Ses01F_impro07_M006,exc,4.5,4.5,3.5
54.16,63.28,Ses01F_impro07_M007,exc,4.5,4.5,4.5
64.6275,67.24,Ses01F_impro07_M008,exc,4.0,3.0,3.0
67.725,74.0325,Ses01F_impro07_M009,exc,3.5,4.0,3.5
76.62,78.17,Ses01F_impro07_M010,xxx,3.5,3.5,2.5
78.84,81.36,Ses01F_impro07_M011,xxx,3.0,2.5,2.5
82.6575,87.1025,Ses01F_impro07_M012,neu,3.0,2.5,3.0
87.5875,90.65,Ses01F_impro07_M013,neu,4.0,2.5,2.5
94.29,99.37,Ses01F_impro07_M014,exc,4.0,4.5,3.0
99.9875,110.54,Ses01F_impro07_M015,exc,4.5,4.0,3.5
110.54,116.28,Ses01F_impro07_M016,xxx,4.5,4.0,3.0
116.28,119.8507,Ses01F_impro07_M017,exc,4.0,3.5,2.5
123.2575,128.04,Ses01F_impro07_M018,neu,4.0,3.0,3.0
128.54,141.685,Ses01F_impro07_M019,hap,4.5,4.0,3.0
6.21,9.32,Ses01F_script01_1_F000,fru,2.0,2.3333,2.3333
9.35,12.8955,Ses01F_script01_1_F001,xxx,2.0,2.3333,1.6667
14.3063,19.5526,Ses01F_script01_1_F002,sur,2.3333,2.3333,2.6667
22.32,24.6667,Ses01F_script01_1_F003,xxx,3.0,3.0,2.6667
35.3799,39.09,Ses01F_script01_1_F004,xxx,2.0,2.0,2.0
40.02,44.9688,Ses01F_script01_1_F005,neu,2.0,1.6667,2.0
46.95,52.32,Ses01F_script01_1_F006,xxx,1.6667,2.3333,3.3333
58.95,60.88,Ses01F_script01_1_F007,xxx,2.6667,3.6667,3.6667
67.6,70.67,Ses01F_script01_1_F008,xxx,2.0,2.3333,2.6667
78.3648,81.5611,Ses01F_script01_1_F009,fru,2.6667,2.6667,3.6667
100.14,102.3482,Ses01F_script01_1_F010,fru,2.6667,2.6667,3.0
104.29,108.7408,Ses01F_script01_1_F011,fru,2.3333,3.3333,3.6667
117.8228,129.51,Ses01F_script01_1_F012,fru,2.3333,3.0,4.0
134.01,141.95,Ses01F_script01_1_F013,xxx,2.3333,4.3333,3.6667
150.27,152.6736,Ses01F_script01_1_F014,fru,2.6667,1.6667,2.3333
156.1786,160.67,Ses01F_script01_1_F015,neu,3.0,2.3333,3.0
165.6573,169.559,Ses01F_script01_1_F016,xxx,2.6667,2.6667,3.0
171.63,175.49,Ses01F_script01_1_F017,xxx,2.0,3.0,3.6667
176.96,179.75,Ses01F_script01_1_F018,xxx,2.6667,2.6667,2.3333
183.98,186.05,Ses01F_script01_1_F019,xxx,3.0,2.6667,2.3333
194.06,198.91,Ses01F_script01_1_F020,xxx,2.3333,4.0,4.3333
205.16,215.17,Ses01F_script01_1_F021,fru,2.3333,4.0,4.0
219.04,223.82,Ses01F_script01_1_F022,fru,2.3333,3.3333,2.3333
235.2,238.56,Ses01F_script01_1_F023,fru,3.3333,2.6667,2.3333
241.3769,245.1904,Ses01F_script01_1_F024,fru,2.6667,2.6667,2.6667
246.8,251.4508,Ses01F_script01_1_F025,fru,2.6667,3.3333,3.6667
266.83,270.73,Ses01F_script01_1_F026,fru,2.6667,2.6667,3.0
274.1997,277.21,Ses01F_script01_1_F027,fru,2.3333,2.3333,2.3333
278.15,282.59,Ses01F_script01_1_F028,fru,2.3333,2.0,2.3333
282.73,286.92,Ses01F_script01_1_F029,fru,2.3333,3.6667,3.6667
299.31,302.195,Ses01F_script01_1_F030,fru,2.6667,2.0,1.6667
304.23,308.98,Ses01F_script01_1_F031,fru,2.3333,2.3333,1.6667
309.04,312.7098,Ses01F_script01_1_F032,fru,2.0,2.0,2.6667
