,happy,sad,frustration,exited,anger,neutral,other,file,emo
69,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F001,hap
70,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F002,hap
71,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,Ses01F_impro03_F003,xxx
72,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F004,hap
73,0.75,0.0,0.0,0.25,0.0,0.0,0.0,Ses01F_impro03_F005,hap
74,0.75,0.0,0.0,0.25,0.0,0.0,0.0,Ses01F_impro03_F006,hap
75,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F007,xxx
76,0.75,0.0,0.0,0.25,0.0,0.0,0.0,Ses01F_impro03_F008,hap
77,0.75,0.0,0.0,0.0,0.0,0.0,0.25,Ses01F_impro03_F009,hap
78,0.4,0.0,0.0,0.2,0.0,0.0,0.4,Ses01F_impro03_F010,hap
79,0.5,0.0,0.0,0.25,0.0,0.25,0.0,Ses01F_impro03_F011,xxx
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro03_F012,hap
81,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F013,hap
82,0.4,0.0,0.0,0.4,0.0,0.0,0.2,Ses01F_impro03_F014,xxx
83,0.2,0.0,0.0,0.6,0.0,0.0,0.2,Ses01F_impro03_F015,exc
84,0.75,0.0,0.0,0.25,0.0,0.0,0.0,Ses01F_impro03_F016,hap
85,0.25,0.0,0.0,0.25,0.0,0.5,0.0,Ses01F_impro03_F017,neu
86,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro03_F018,neu
87,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro03_F019,neu
88,0.2,0.0,0.0,0.0,0.0,0.2,0.6,Ses01F_impro03_F020,xxx
89,0.75,0.0,0.0,0.0,0.0,0.25,0.0,Ses01F_impro03_F021,hap
90,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro03_F022,neu
91,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro03_F023,neu
92,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,Ses01F_impro03_F024,hap
93,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,Ses01F_impro03_F025,hap
94,0.6,0.0,0.0,0.2,0.0,0.0,0.2,Ses01F_impro03_F026,hap
95,0.25,0.0,0.0,0.25,0.0,0.5,0.0,Ses01F_impro03_M000,neu
96,0.0,0.0,0.0,0.25,0.0,0.5,0.25,Ses01F_impro03_M001,neu
97,0.0,0.0,0.0,0.4,0.0,0.0,0.6,Ses01F_impro03_M002,sur
98,0.0,0.0,0.0,0.6,0.0,0.0,0.4,Ses01F_impro03_M003,exc
99,0.25,0.0,0.0,0.5,0.0,0.0,0.25,Ses01F_impro03_M004,xxx
100,0.2,0.0,0.0,0.4,0.0,0.2,0.2,Ses01F_impro03_M005,xxx
101,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro03_M006,neu
102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro03_M007,hap
103,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro03_M008,neu
104,0.0,0.0,0.0,0.25,0.0,0.75,0.0,Ses01F_impro03_M009,neu
105,0.0,0.0,0.0,0.5,0.0,0.25,0.25,Ses01F_impro03_M010,xxx
106,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro03_M011,neu
107,0.5,0.0,0.0,0.25,0.0,0.25,0.0,Ses01F_impro03_M012,xxx
108,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,Ses01F_impro03_M013,hap
109,0.4,0.0,0.0,0.2,0.0,0.0,0.4,Ses01F_impro03_M014,hap
110,0.75,0.0,0.0,0.25,0.0,0.0,0.0,Ses01F_impro03_M015,hap
111,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro03_M016,neu
112,0.25,0.0,0.0,0.25,0.0,0.0,0.5,Ses01F_impro03_M017,sur
113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ses01F_impro03_M018,sur
114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro03_M019,neu
115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro03_M020,neu
116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro03_M021,neu
117,0.25,0.0,0.0,0.75,0.0,0.0,0.0,Ses01F_impro03_M022,exc
118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro03_M023,hap
119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro03_M024,neu
120,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_F000,neu
121,0.0,0.0,0.2,0.0,0.0,0.6,0.2,Ses01F_impro04_F001,neu
122,0.0,0.0,0.4,0.0,0.0,0.4,0.2,Ses01F_impro04_F002,fru
123,0.0,0.0,0.2,0.0,0.0,0.2,0.6,Ses01F_impro04_F003,xxx
124,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro04_F004,xxx
125,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_F005,neu
126,0.0,0.0,0.2,0.0,0.0,0.6,0.2,Ses01F_impro04_F006,neu
127,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,Ses01F_impro04_F007,fru
128,0.0,0.0,0.2,0.0,0.0,0.2,0.6,Ses01F_impro04_F008,xxx
129,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro04_F009,neu
130,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.5,Ses01F_impro04_F010,xxx
131,0.0,0.0,0.2,0.0,0.0,0.0,0.8,Ses01F_impro04_F011,xxx
132,0.0,0.0,0.2,0.0,0.2,0.0,0.6,Ses01F_impro04_F012,xxx
133,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro04_F013,neu
134,0.0,0.0,0.2,0.2,0.0,0.4,0.2,Ses01F_impro04_F014,neu
135,0.0,0.0,0.2,0.0,0.2,0.0,0.6,Ses01F_impro04_F015,xxx
136,0.0,0.0,0.8,0.0,0.0,0.0,0.2,Ses01F_impro04_F016,fru
137,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,Ses01F_impro04_F017,fru
138,0.0,0.0,0.4,0.2,0.2,0.0,0.2,Ses01F_impro04_F018,fru
139,0.0,0.0,0.5,0.0,0.1666666666666666,0.0,0.3333333333333333,Ses01F_impro04_F019,fru
140,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,Ses01F_impro04_F020,xxx
141,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ses01F_impro04_F021,fru
142,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ses01F_impro04_F022,fru
143,0.0,0.0,0.5,0.0,0.1666666666666666,0.0,0.3333333333333333,Ses01F_impro04_F023,fru
144,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ses01F_impro04_F024,fru
145,0.0,0.0,0.6,0.0,0.2,0.0,0.2,Ses01F_impro04_F025,fru
146,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ses01F_impro04_F026,fru
147,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ses01F_impro04_F027,fru
148,0.0,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,Ses01F_impro04_F028,ang
149,0.0,0.0,0.2,0.0,0.4,0.0,0.4,Ses01F_impro04_F029,ang
150,0.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.3333333333333333,Ses01F_impro04_F030,ang
151,0.0,0.0,0.1666666666666666,0.0,0.5,0.0,0.3333333333333333,Ses01F_impro04_F031,ang
152,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,Ses01F_impro04_F032,ang
153,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Ses01F_impro04_F033,ang
154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M000,neu
155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M001,neu
156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M002,neu
157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M003,neu
158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M004,neu
159,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M005,neu
160,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M006,neu
161,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Ses01F_impro04_M007,neu
162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M008,neu
163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M009,neu
164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M010,neu
165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M011,neu
166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M012,neu
167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M013,neu
168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M014,neu
169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M015,neu
170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M016,neu
171,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_M017,neu
172,0.0,0.0,0.2,0.0,0.0,0.6,0.2,Ses01F_impro04_M018,neu
173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M019,neu
174,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_M020,neu
175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M021,neu
176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M022,neu
177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M023,neu
178,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Ses01F_impro04_M024,neu
179,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Ses01F_impro04_M025,neu
180,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Ses01F_impro04_M026,neu
181,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Ses01F_impro04_M027,neu
182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro04_M028,neu
183,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Ses01F_impro04_M029,fru
184,0.0,0.0,0.6,0.0,0.0,0.2,0.2,Ses01F_impro04_M030,fru
185,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_M031,neu
186,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro04_M032,neu
187,0.0,0.0,0.25,0.0,0.0,0.25,0.5,Ses01F_impro04_M033,xxx
188,0.0,0.0,0.5,0.0,0.0,0.25,0.25,Ses01F_impro04_M034,fru
189,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Ses01F_impro04_M035,fru
190,0.0,0.0,0.25,0.0,0.0,0.5,0.25,Ses01F_impro04_M036,xxx
191,0.0,0.0,0.6,0.0,0.2,0.0,0.2,Ses01F_impro05_F000,fru
192,0.0,0.0,0.6,0.0,0.2,0.0,0.2,Ses01F_impro05_F001,fru
193,0.0,0.0,0.6,0.0,0.2,0.0,0.2,Ses01F_impro05_F002,fru
194,0.0,0.0,0.5,0.0,0.1666666666666666,0.0,0.3333333333333333,Ses01F_impro05_F003,fru
195,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,Ses01F_impro05_F004,fru
196,0.0,0.0,0.5,0.25,0.25,0.0,0.0,Ses01F_impro05_F005,fru
197,0.0,0.0,0.2,0.0,0.2,0.2,0.4,Ses01F_impro05_F006,xxx
198,0.0,0.0,0.6,0.0,0.2,0.0,0.2,Ses01F_impro05_F007,fru
199,0.0,0.0,0.4,0.0,0.4,0.0,0.2,Ses01F_impro05_F008,ang
200,0.0,0.0,0.375,0.0,0.125,0.0,0.5,Ses01F_impro05_F009,ang
201,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.5,Ses01F_impro05_F010,xxx
202,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,Ses01F_impro05_F011,ang
203,0.0,0.0,0.125,0.125,0.125,0.0,0.625,Ses01F_impro05_F012,ang
204,0.0,0.0,0.2,0.2,0.2,0.0,0.4,Ses01F_impro05_F013,xxx
205,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.5714285714285714,Ses01F_impro05_F014,ang
206,0.0,0.0,0.125,0.125,0.25,0.0,0.5,Ses01F_impro05_F015,ang
207,0.0,0.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.4285714285714285,Ses01F_impro05_F016,ang
208,0.0,0.0,0.25,0.0,0.25,0.0,0.5,Ses01F_impro05_F017,ang
209,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.4285714285714285,Ses01F_impro05_F018,ang
210,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ses01F_impro05_F019,ang
211,0.0,0.0,0.0,0.125,0.25,0.0,0.625,Ses01F_impro05_F020,ang
212,0.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.3333333333333333,Ses01F_impro05_F021,ang
213,0.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.3333333333333333,Ses01F_impro05_F022,ang
214,0.0,0.0,0.1666666666666666,0.0,0.5,0.0,0.3333333333333333,Ses01F_impro05_F023,ang
215,0.0,0.0,0.0,0.2,0.6,0.0,0.2,Ses01F_impro05_F024,ang
216,0.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.3333333333333333,Ses01F_impro05_F025,ang
217,0.0,0.0,0.25,0.0,0.25,0.0,0.5,Ses01F_impro05_F026,ang
218,0.0,0.0,0.2,0.0,0.2,0.0,0.6,Ses01F_impro05_F027,xxx
219,0.0,0.0,0.25,0.0,0.75,0.0,0.0,Ses01F_impro05_F028,ang
220,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.0,0.5714285714285714,Ses01F_impro05_F029,ang
221,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.0,0.5714285714285714,Ses01F_impro05_F030,ang
222,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro05_M000,neu
223,0.75,0.0,0.0,0.0,0.0,0.25,0.0,Ses01F_impro05_M001,hap
224,0.5,0.0,0.0,0.0,0.0,0.5,0.0,Ses01F_impro05_M002,hap
225,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro05_M003,neu
226,0.25,0.0,0.0,0.0,0.0,0.75,0.0,Ses01F_impro05_M004,neu
227,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Ses01F_impro05_M005,neu
228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M006,neu
229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M007,neu
230,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M008,neu
231,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M009,neu
232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M010,neu
233,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Ses01F_impro05_M011,neu
234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M012,neu
235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M013,neu
236,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Ses01F_impro05_M014,neu
237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ses01F_impro05_M015,neu
238,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Ses01F_impro05_M016,neu
239,0.0,0.0,0.1428571428571428,0.0,0.0,0.2857142857142857,0.5714285714285714,Ses01F_impro05_M017,neu
240,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.6666666666666666,Ses01F_impro05_M018,xxx
241,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Ses01F_impro05_M019,neu
242,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.3333333333333333,Ses01F_impro05_M020,neu
243,0.0,0.0,0.25,0.0,0.0,0.5,0.25,Ses01F_impro05_M021,xxx
244,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M022,neu
245,0.0,0.0,0.4,0.0,0.0,0.4,0.2,Ses01F_impro05_M023,neu
246,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M024,neu
247,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M025,neu
248,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M026,neu
249,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M027,neu
250,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro05_M028,neu
251,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro05_M029,neu
252,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M030,neu
253,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M031,neu
254,0.0,0.0,0.2,0.0,0.0,0.0,0.8,Ses01F_impro05_M032,sur
255,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.8333333333333334,Ses01F_impro05_M033,sur
256,0.0,0.0,0.2,0.0,0.0,0.4,0.4,Ses01F_impro05_M034,neu
257,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Ses01F_impro05_M035,neu
258,0.25,0.5,0.0,0.0,0.0,0.25,0.0,Ses01F_impro06_F000,xxx
259,0.2,0.0,0.2,0.0,0.0,0.4,0.2,Ses01F_impro06_F001,xxx
260,0.0,0.4,0.0,0.0,0.0,0.4,0.2,Ses01F_impro06_F002,sad
261,0.0,0.2,0.0,0.0,0.0,0.6,0.2,Ses01F_impro06_F003,neu
262,0.0,0.2,0.0,0.0,0.0,0.6,0.2,Ses01F_impro06_F004,neu
263,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F005,sad
264,0.0,0.5,0.0,0.0,0.0,0.5,0.0,Ses01F_impro06_F006,sad
265,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F007,sad
266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro06_F008,sad
267,0.0,0.25,0.0,0.0,0.0,0.75,0.0,Ses01F_impro06_F009,neu
268,0.0,0.4,0.0,0.0,0.0,0.4,0.2,Ses01F_impro06_F010,sad
269,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F011,sad
270,0.0,0.5,0.25,0.0,0.0,0.25,0.0,Ses01F_impro06_F012,sad
271,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F013,sad
272,0.0,0.4,0.0,0.0,0.0,0.4,0.2,Ses01F_impro06_F014,sad
273,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F015,sad
274,0.0,0.1666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,Ses01F_impro06_F016,neu
275,0.2,0.4,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F017,xxx
276,0.0,0.2,0.0,0.0,0.0,0.6,0.2,Ses01F_impro06_F018,neu
277,0.0,0.5,0.0,0.0,0.0,0.5,0.0,Ses01F_impro06_F019,neu
278,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro06_F020,sad
279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro06_F021,sad
280,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,Ses01F_impro06_F022,sad
281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro06_F023,sad
282,0.0,0.6,0.0,0.0,0.0,0.2,0.2,Ses01F_impro06_F024,sad
283,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,Ses01F_impro06_F025,sad
284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ses01F_impro06_F026,sad
